Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0001"
"0.0200","0.0000","0.0000"
"0.0400","0.0000","0.0000"
"0.0600","0.0000","0.0000"
"0.0800","0.0001","-0.0001"
"0.1000","0.0001","0.0000"
"0.1200","0.0001","0.0001"
"0.1400","0.0001","0.0000"
"0.1600","0.0001","-0.0001"
"0.1800","0.0001","0.0000"
"0.2000","0.0001","-0.0001"
"0.2200","0.0001","0.0000"
"0.2400","0.0002","0.0000"
"0.2600","0.0002","0.0001"
"0.2800","0.0002","0.0002"
"0.3000","0.0003","0.0004"
"0.3200","0.0003","0.0005"
"0.3400","0.0003","0.0006"
"0.3600","0.0004","0.0006"
"0.3800","0.0005","0.0008"
"0.4000","0.0006","0.0010"
"0.4200","0.0006","0.0012"
"0.4400","0.0008","0.0014"
"0.4600","0.0009","0.0019"
"0.4800","0.0010","0.0022"
"0.5000","0.0012","0.0027"
"0.5200","0.0013","0.0031"
"0.5400","0.0015","0.0036"
"0.5600","0.0017","0.0041"
"0.5800","0.0019","0.0046"
"0.6000","0.0021","0.0051"
"0.6200","0.0023","0.0056"
"0.6400","0.0026","0.0063"
"0.6600","0.0029","0.0069"
"0.6800","0.0032","0.0076"
"0.7000","0.0035","0.0084"
"0.7200","0.0039","0.0092"
"0.7400","0.0043","0.0102"
"0.7600","0.0048","0.0112"
"0.7800","0.0052","0.0121"
"0.8000","0.0056","0.0130"
"0.8200","0.0061","0.0138"
"0.8400","0.0065","0.0146"
"0.8600","0.0070","0.0155"
"0.8800","0.0076","0.0165"
"0.9000","0.0081","0.0174"
"0.9200","0.0087","0.0183"
"0.9400","0.0093","0.0192"
"0.9600","0.0099","0.0201"
"0.9800","0.0105","0.0211"
"1.0000","0.0111","0.0220"
"1.0200","0.0117","0.0228"
"1.0400","0.0123","0.0235"
"1.0600","0.0128","0.0242"
"1.0800","0.0134","0.0250"
"1.1000","0.0140","0.0258"
"1.1200","0.0146","0.0268"
"1.1400","0.0153","0.0277"
"1.1600","0.0159","0.0287"
"1.1800","0.0166","0.0297"
"1.2000","0.0173","0.0311"
"1.2200","0.0181","0.0325"
"1.2400","0.0190","0.0341"
"1.2600","0.0199","0.0356"
"1.2800","0.0208","0.0374"
"1.3000","0.0217","0.0390"
"1.3200","0.0226","0.0404"
"1.3400","0.0234","0.0418"
"1.3600","0.0242","0.0432"
"1.3800","0.0251","0.0450"
"1.4000","0.0260","0.0468"
"1.4200","0.0269","0.0487"
"1.4400","0.0278","0.0507"
"1.4600","0.0287","0.0528"
"1.4800","0.0297","0.0549"
"1.5000","0.0305","0.0567"
