time_s,Voltage_5
27.645000000000003,0.061142
27.646,0.091684
27.647000000000002,0.091684
27.648,0.152767
27.649,0.183309
27.650000000000002,0.183309
27.651,0.244392
27.652,0.274934
27.653000000000002,0.336017
27.654,0.305475
27.655,0.244392
27.656000000000002,0.21385
27.657,0.274934
27.658,0.274934
27.659000000000002,0.152767
27.66,0.21385
27.661,0.122226
27.662000000000003,0.122226
27.663,0.122226
27.664,0.030601
27.665000000000003,0.091684
27.666,5.9247e-05
27.667,0.091684
27.668000000000003,0.122226
27.669,0.183309
27.67,0.152767
27.671000000000003,0.244392
27.672,0.305475
27.673000000000002,0.366558
27.674000000000003,0.305475
27.675,0.305475
27.676000000000002,0.274934
27.677000000000003,0.274934
27.678,0.274934
27.679000000000002,0.21385
27.68,0.183309
27.681,0.183309
27.682000000000002,0.122226
27.683,0.122226
27.684,0.061142
27.685000000000002,0.030601
27.686,0.091684
27.687,0.061142
27.688000000000002,0.091684
27.689,0.183309
27.69,0.21385
27.691000000000003,0.183309
27.692,0.305475
27.693,0.336017
27.694000000000003,0.336017
27.695,0.274934
27.696,0.21385
27.697000000000003,0.244392
27.698,0.21385
27.699,0.152767
27.700000000000003,0.122226
27.701000000000004,0.183309
27.702,0.152767
27.703000000000003,0.122226
27.704000000000004,0.091684
27.705000000000002,5.9247e-05
27.706000000000003,0.091684
27.707000000000004,0.061142
27.708000000000002,0.122226
27.709000000000003,0.152767
27.710000000000004,0.152767
27.711000000000002,0.152767
27.712000000000003,0.274934
27.713000000000005,0.336017
27.714000000000002,0.366558
27.715000000000003,0.274934
27.716,0.305475
27.717000000000002,0.244392
27.718000000000004,0.244392
27.719,0.183309
27.720000000000002,0.152767
27.721000000000004,0.122226
27.722,0.122226
27.723000000000003,0.091684
27.724000000000004,0.061142
27.725,0.061142
27.726000000000003,0.061142
27.727000000000004,0.030601
27.728,0.091684
27.729000000000003,0.152767
27.730000000000004,0.183309
27.731,0.183309
27.732000000000003,0.305475
27.733000000000004,0.336017
27.734,0.336017
27.735000000000003,0.274934
27.736000000000004,0.274934
27.737000000000002,0.274934
27.738000000000003,0.244392
27.739000000000004,4.275884
27.740000000000002,4.39805
27.741000000000003,4.39805
27.742000000000004,4.459133
27.743000000000002,4.428592
27.744000000000003,4.39805
27.745000000000005,4.336967
27.746000000000002,4.39805
27.747000000000003,4.459133
27.748,4.459133
27.749000000000002,4.489675
27.750000000000004,4.459133
27.751,4.489675
27.752000000000002,4.611841
27.753000000000004,4.672925
27.754,4.642383
27.755000000000003,4.611841
27.756000000000004,4.642383
27.757,4.5813
27.758000000000003,4.611841
27.759000000000004,4.550758
27.76,4.5813
27.761000000000003,4.5813
27.762000000000004,4.459133
27.763,4.520216
27.764000000000003,4.489675
27.765000000000004,4.459133
27.766000000000002,4.459133
27.767000000000003,4.459133
27.768000000000004,4.489675
27.769000000000002,4.5813
27.770000000000003,4.5813
27.771000000000004,4.5813
27.772000000000002,4.642383
27.773000000000003,4.734008
27.774000000000004,4.672925
27.775000000000002,4.611841
27.776000000000003,4.642383
27.777000000000005,4.611841
27.778000000000002,4.5813
27.779000000000003,4.550758
27.78,4.520216
27.781000000000002,4.489675
27.782000000000004,4.520216
27.783,4.459133
27.784000000000002,4.489675
27.785000000000004,4.428592
27.786,4.520216
27.787000000000003,4.428592
27.788000000000004,4.520216
27.789,4.550758
27.790000000000003,4.550758
27.791000000000004,4.611841
27.792,4.672925
27.793000000000003,4.764549
27.794000000000004,4.703466
27.795,4.642383
27.796000000000003,4.611841
27.797000000000004,4.672925
27.798000000000002,4.5813
27.799000000000003,4.550758
27.8,4.5813
27.801000000000002,4.520216
27.802,4.489675
27.803,4.489675
27.804000000000002,4.489675
27.805,4.428592
27.806,4.428592
27.807000000000002,4.459133
27.808,4.520216
27.809,4.520216
27.810000000000002,4.5813
27.811,4.489675
27.812,4.703466
27.813000000000002,4.764549
27.814,4.734008
27.815,4.672925
27.816,4.611841
27.817,4.703466
27.818,4.642383
27.819,4.550758
27.82,4.5813
27.821,4.520216
27.822,4.520216
27.823,4.489675
27.824,4.428592
27.825,4.459133
27.826,4.489675
27.827,4.489675
27.828,4.489675
27.829,4.550758
27.830000000000002,4.5813
27.831,4.5813
27.832,4.672925
27.833000000000002,4.734008
27.834,4.734008
27.835,4.672925
27.836000000000002,4.642383
27.837,4.611841
27.838,4.611841
27.839000000000002,4.611841
27.84,4.5813
27.841,4.5813
27.842000000000002,4.520216
27.843,4.489675
27.844,4.520216
27.845000000000002,4.459133
27.846,4.428592
27.847,4.489675
27.848,4.520216
27.849,4.550758
27.85,4.5813
27.851,4.642383
27.852,4.642383
27.853,4.703466
27.854,4.734008
27.855,4.642383
27.856,4.642383
27.857,4.642383
27.858,4.611841
27.859,4.5813
27.86,4.5813
27.861,4.5813
27.862000000000002,4.550758
27.863,4.489675
27.864,4.489675
27.865000000000002,4.489675
27.866,4.428592
27.867,4.489675
27.868000000000002,4.520216
27.869,4.5813
27.87,4.611841
27.871000000000002,4.611841
27.872,4.672925
27.873,4.734008
27.874000000000002,4.734008
27.875,4.611841
27.876,4.703466
27.877000000000002,4.611841
27.878,4.642383
27.879,4.611841
27.88,4.550758
27.881,4.520216
27.882,4.5813
27.883,4.550758
27.884,4.489675
27.885,4.428592
27.886,4.459133
27.887,4.520216
27.888,4.550758
27.889,4.550758
27.89,4.611841
27.891000000000002,4.5813
27.892,4.642383
27.893,4.764549
27.894000000000002,4.703466
27.895,4.672925
27.896,4.672925
27.897000000000002,4.611841
27.898,4.550758
27.899,4.642383
27.900000000000002,4.611841
27.901000000000003,4.550758
27.902,4.520216
27.903000000000002,4.520216
27.904000000000003,4.489675
27.905,4.428592
27.906000000000002,4.489675
27.907000000000004,4.459133
27.908,4.550758
27.909000000000002,4.5813
27.910000000000004,4.5813
27.911,4.5813
27.912000000000003,4.703466
27.913000000000004,4.672925
27.914,4.734008
27.915000000000003,4.703466
27.916,4.642383
27.917,4.642383
27.918000000000003,4.611841
27.919,4.550758
27.92,4.5813
27.921000000000003,4.550758
27.922,4.550758
27.923000000000002,4.520216
27.924000000000003,4.489675
27.925,4.428592
27.926000000000002,4.489675
27.927000000000003,4.520216
27.928,4.520216
27.929000000000002,4.550758
27.930000000000003,4.611841
27.931,4.611841
27.932000000000002,4.672925
27.933000000000003,4.764549
27.934,4.734008
27.935000000000002,4.672925
27.936000000000003,4.672925
27.937,4.672925
27.938000000000002,4.703466
27.939000000000004,4.611841
27.94,4.550758
27.941000000000003,4.550758
27.942000000000004,4.550758
27.943,4.520216
27.944000000000003,4.459133
27.945000000000004,4.459133
27.946,4.428592
27.947000000000003,4.459133
27.948,4.489675
27.949,4.550758
27.950000000000003,4.611841
27.951,4.611841
27.952,4.672925
27.953000000000003,4.734008
27.954,4.734008
27.955000000000002,4.672925
27.956000000000003,4.611841
27.957,4.672925
27.958000000000002,4.611841
27.959000000000003,4.550758
27.96,4.5813
27.961000000000002,4.550758
27.962000000000003,4.520216
27.963,4.520216
27.964000000000002,4.459133
27.965000000000003,4.459133
27.966,4.459133
27.967000000000002,4.520216
27.968000000000004,4.489675
27.969,4.5813
27.970000000000002,4.5813
27.971000000000004,4.642383
27.972,4.703466
27.973000000000003,4.734008
27.974000000000004,4.734008
27.975,4.672925
27.976000000000003,4.734008
27.977000000000004,4.642383
27.978,4.611841
27.979000000000003,4.642383
27.98,4.520216
27.981,4.5813
27.982000000000003,4.550758
27.983,4.5813
27.984,4.520216
27.985000000000003,4.489675
27.986,4.428592
27.987000000000002,4.520216
27.988000000000003,4.550758
27.989,4.5813
27.990000000000002,4.611841
27.991000000000003,4.611841
27.992,4.672925
27.993000000000002,4.703466
27.994000000000003,4.734008
27.995,4.642383
27.996000000000002,4.672925
27.997000000000003,4.642383
27.998,4.642383
27.999000000000002,4.611841
28.0,4.550758
28.001,4.550758
28.002,4.5813
28.003,4.550758
28.004,4.459133
28.005,4.489675
28.006,4.459133
28.007,4.550758
28.008,4.550758
28.009,4.550758
28.01,4.642383
28.011,4.611841
28.012,4.703466
28.013,4.734008
28.014,4.703466
28.015,4.672925
28.016,4.672925
28.017,4.642383
28.018,4.642383
28.019,4.611841
28.02,4.5813
28.021,4.550758
28.022,4.550758
28.023,4.520216
28.024,4.459133
28.025,4.459133
28.026,4.520216
28.027,4.489675
28.028,4.5813
28.029,4.550758
28.03,4.5813
28.031,4.611841
28.032,4.703466
28.033,4.734008
28.034,4.734008
28.035,4.764549
28.036,4.672925
28.037,4.642383
28.038,4.611841
28.039,4.5813
28.04,4.611841
28.041,4.611841
28.042,4.550758
28.043,4.459133
28.044,4.459133
28.045,4.39805
28.046,4.39805
28.047,4.520216
28.048,4.520216
28.049,4.5813
28.05,4.611841
28.051,4.611841
28.052,4.672925
28.053,4.764549
28.054,4.764549
28.055,4.703466
28.056,4.611841
28.057,4.611841
28.058,4.550758
28.059,4.5813
28.06,4.5813
28.061,4.550758
28.062,4.5813
28.063,4.489675
28.064,4.489675
28.065,4.489675
28.066,4.459133
28.067,4.489675
28.068,4.550758
28.069,4.550758
28.07,4.5813
28.071,4.5813
28.072,4.672925
28.073,4.703466
28.074,4.734008
28.075,4.734008
28.076,4.672925
28.077,4.672925
28.078,4.642383
28.079,4.611841
28.08,4.611841
28.081,4.5813
28.082,4.520216
28.083,4.550758
28.084,4.428592
28.085,4.520216
28.086,4.459133
28.087,4.489675
28.088,4.489675
28.089,4.550758
28.09,4.611841
28.091,4.642383
28.092,4.611841
28.093,4.734008
28.094,4.734008
28.095,4.703466
28.096,4.734008
28.097,4.642383
28.098,4.611841
28.099,4.611841
28.1,4.5813
28.101000000000003,4.5813
28.102,4.550758
28.103,4.520216
28.104000000000003,4.367508
28.105,4.459133
28.106,4.459133
28.107000000000003,4.489675
28.108,4.459133
28.109,4.550758
28.110000000000003,4.611841
28.111,4.611841
28.112000000000002,4.642383
28.113000000000003,4.703466
28.114,4.703466
28.115000000000002,4.672925
28.116,4.642383
28.117,4.672925
28.118000000000002,4.672925
28.119,4.5813
28.12,4.5813
28.121000000000002,4.550758
28.122,4.5813
28.123,4.520216
28.124000000000002,4.520216
28.125,4.520216
28.126,4.459133
28.127000000000002,4.520216
28.128,4.520216
28.129,4.550758
28.130000000000003,4.642383
28.131,4.5813
28.132,4.672925
28.133000000000003,4.764549
28.134,4.764549
28.135,4.672925
28.136000000000003,4.642383
28.137,4.611841
28.138,4.642383
28.139000000000003,4.611841
28.14,4.5813
28.141000000000002,4.550758
28.142000000000003,4.550758
28.143,4.489675
28.144000000000002,4.489675
28.145000000000003,4.459133
28.146,4.489675
28.147000000000002,4.489675
28.148,4.550758
28.149,4.550758
28.150000000000002,4.5813
28.151,4.5813
28.152,4.703466
28.153000000000002,4.734008
28.154,4.734008
28.155,4.703466
28.156000000000002,4.672925
28.157,4.672925
28.158,4.642383
28.159000000000002,4.611841
28.16,4.550758
28.161,4.550758
28.162000000000003,4.520216
28.163,4.520216
28.164,4.459133
28.165000000000003,4.428592
28.166,4.459133
28.167,4.489675
28.168000000000003,4.550758
28.169,4.550758
28.17,4.611841
28.171000000000003,4.5813
28.172,4.642383
28.173000000000002,4.734008
28.174000000000003,4.764549
28.175,4.672925
28.176000000000002,4.703466
28.177000000000003,4.672925
28.178,4.611841
28.179000000000002,4.672925
28.18,4.611841
28.181,4.550758
28.182000000000002,4.550758
28.183,4.520216
28.184,4.428592
28.185000000000002,4.459133
28.186,4.428592
28.187,4.459133
28.188000000000002,4.520216
28.189,4.5813
28.19,4.5813
28.191000000000003,4.611841
28.192,4.672925
28.193,4.734008
28.194000000000003,4.734008
28.195,4.672925
28.196,4.672925
28.197000000000003,4.672925
28.198,4.611841
28.199,4.550758
28.200000000000003,4.611841
28.201000000000004,4.550758
28.202,4.550758
28.203000000000003,4.489675
28.204000000000004,4.489675
28.205000000000002,4.489675
28.206000000000003,4.428592
28.207000000000004,4.489675
28.208000000000002,4.520216
28.209000000000003,4.550758
28.210000000000004,4.5813
28.211000000000002,4.642383
28.212000000000003,4.672925
28.213000000000005,4.764549
28.214000000000002,4.764549
28.215000000000003,4.672925
28.216,4.672925
28.217000000000002,4.672925
28.218000000000004,4.642383
28.219,4.611841
28.220000000000002,4.5813
28.221000000000004,4.550758
28.222,4.550758
28.223000000000003,4.520216
28.224000000000004,4.459133
28.225,4.459133
28.226000000000003,4.459133
28.227000000000004,4.520216
28.228,4.520216
28.229000000000003,4.550758
28.230000000000004,4.611841
28.231,4.611841
28.232000000000003,4.642383
28.233000000000004,4.764549
28.234,4.734008
28.235000000000003,4.642383
28.236000000000004,4.672925
28.237000000000002,4.703466
28.238000000000003,4.642383
28.239000000000004,4.642383
28.240000000000002,5.283757
28.241000000000003,0.366558
28.242000000000004,0.305475
28.243000000000002,0.244392
28.244000000000003,0.21385
28.245000000000005,0.183309
28.246000000000002,0.122226
28.247000000000003,0.244392
28.248,0.183309
28.249000000000002,0.21385
28.250000000000004,0.244392
28.251,0.305475
28.252000000000002,0.336017
28.253000000000004,0.366558
28.254,0.427642
28.255000000000003,0.305475
28.256000000000004,0.305475
28.257,0.336017
28.258000000000003,0.244392
28.259000000000004,0.244392
28.26,0.21385
28.261000000000003,0.183309
28.262000000000004,0.122226
28.263,0.152767
28.264000000000003,0.122226
28.265000000000004,0.152767
28.266000000000002,0.122226
28.267000000000003,0.152767
28.268000000000004,0.152767
28.269000000000002,0.152767
28.270000000000003,0.274934
28.271000000000004,0.244392
28.272000000000002,0.305475
28.273000000000003,0.366558
28.274000000000004,0.366558
28.275000000000002,0.336017
28.276000000000003,0.305475
28.277000000000005,0.274934
28.278000000000002,0.366558
28.279000000000003,0.21385
28.28,0.21385
28.281000000000002,0.183309
28.282000000000004,0.152767
28.283,0.122226
28.284000000000002,0.091684
28.285000000000004,0.030601
28.286,0.122226
28.287000000000003,0.122226
28.288000000000004,0.152767
28.289,0.122226
28.290000000000003,0.21385
28.291000000000004,0.21385
28.292,0.274934
28.293000000000003,0.336017
28.294000000000004,0.336017
28.295,0.336017
28.296000000000003,0.305475
28.297000000000004,0.244392
28.298000000000002,0.305475
28.299000000000003,0.21385
28.3,0.183309
28.301000000000002,0.183309
28.302,0.183309
28.303,0.152767
28.304000000000002,0.152767
28.305,5.9247e-05
28.306,0.061142
28.307000000000002,0.122226
28.308,0.122226
28.309,0.152767
28.310000000000002,0.183309
28.311,0.183309
28.312,0.305475
28.313000000000002,0.305475
28.314,0.3971
28.315,0.305475
28.316,0.244392
28.317,0.21385
28.318,0.21385
28.319,0.274934
28.32,0.183309
28.321,0.21385
28.322,0.152767
28.323,0.122226
28.324,5.9247e-05
28.325,0.061142
28.326,0.061142
28.327,0.122226
28.328,0.122226
28.329,0.152767
28.330000000000002,0.183309
28.331,0.244392
28.332,0.244392
28.333000000000002,0.305475
28.334,0.305475
28.335,0.305475
28.336000000000002,0.274934
28.337,0.21385
28.338,0.183309
28.339000000000002,0.244392
28.34,0.21385
28.341,0.122226
28.342000000000002,0.122226
28.343,0.152767
28.344,0.122226
28.345000000000002,0.122226
28.346,0.061142
28.347,0.091684
28.348,0.152767
28.349,0.183309
28.35,0.21385
28.351,0.21385
28.352,0.244392
28.353,0.336017
28.354,0.336017
28.355,0.244392
28.356,0.244392
28.357,0.305475
28.358,0.274934
28.359,0.244392
28.36,0.183309
28.361,0.183309
28.362000000000002,0.122226
28.363,0.122226
28.364,0.122226
28.365000000000002,0.122226
28.366,0.030601
28.367,0.091684
28.368000000000002,0.091684
28.369,0.122226
28.37,0.183309
28.371000000000002,0.183309
28.372,0.244392
28.373,0.305475
28.374000000000002,0.305475
28.375,0.274934
28.376,0.244392
28.377000000000002,0.274934
28.378,0.244392
28.379,0.183309
28.38,0.183309
28.381,0.152767
28.382,0.183309
28.383,0.122226
28.384,0.061142
28.385,0.091684
28.386,0.030601
28.387,0.122226
28.388,0.091684
28.389,0.122226
28.39,0.183309
28.391000000000002,0.21385
28.392,0.336017
28.393,0.336017
28.394000000000002,0.366558
28.395,0.305475
28.396,0.305475
28.397000000000002,0.244392
28.398,0.244392
28.399,0.183309
28.400000000000002,0.183309
28.401000000000003,0.152767
28.402,0.122226
28.403000000000002,0.122226
28.404000000000003,0.061142
28.405,0.030601
28.406000000000002,0.061142
28.407000000000004,0.091684
28.408,0.091684
28.409000000000002,0.091684
28.410000000000004,0.21385
28.411,0.183309
28.412000000000003,0.305475
28.413000000000004,0.305475
28.414,0.336017
28.415000000000003,0.305475
28.416,0.244392
28.417,0.21385
28.418000000000003,0.336017
28.419,0.21385
28.42,0.183309
28.421000000000003,0.183309
28.422,0.122226
28.423000000000002,0.122226
28.424000000000003,0.091684
28.425,0.030601
28.426000000000002,0.061142
28.427000000000003,0.091684
28.428,0.122226
28.429000000000002,0.152767
28.430000000000003,0.183309
28.431,0.152767
28.432000000000002,0.274934
28.433000000000003,0.336017
28.434,0.3971
28.435000000000002,0.274934
28.436000000000003,0.183309
28.437,0.244392
28.438000000000002,0.244392
28.439000000000004,0.244392
28.44,0.152767
28.441000000000003,0.183309
28.442000000000004,0.152767
28.443,0.183309
28.444000000000003,0.061142
28.445000000000004,0.122226
28.446,0.091684
28.447000000000003,0.122226
28.448,0.152767
28.449,0.122226
28.450000000000003,0.183309
28.451,0.152767
28.452,0.21385
28.453000000000003,0.305475
28.454,0.336017
28.455000000000002,0.244392
28.456000000000003,0.244392
28.457,0.274934
28.458000000000002,0.21385
28.459000000000003,0.244392
28.46,0.183309
28.461000000000002,0.183309
28.462000000000003,0.122226
28.463,0.122226
28.464000000000002,0.091684
28.465000000000003,0.122226
28.466,0.030601
28.467000000000002,0.091684
28.468000000000004,0.152767
28.469,0.152767
28.470000000000002,0.183309
28.471000000000004,0.21385
28.472,0.21385
28.473000000000003,0.305475
28.474000000000004,0.305475
28.475,0.244392
28.476000000000003,0.274934
28.477000000000004,0.21385
28.478,0.183309
28.479000000000003,0.21385
28.48,0.152767
28.481,0.183309
28.482000000000003,0.183309
28.483,0.122226
28.484,0.061142
28.485000000000003,0.061142
28.486,0.030601
28.487000000000002,0.091684
28.488000000000003,0.122226
28.489,0.152767
28.490000000000002,0.183309
28.491000000000003,0.21385
28.492,0.244392
28.493000000000002,0.305475
28.494000000000003,0.305475
28.495,0.274934
28.496000000000002,0.244392
28.497000000000003,0.244392
28.498,0.21385
28.499000000000002,0.21385
28.5,0.21385
28.501,0.21385
28.502,0.152767
28.503,0.122226
28.504,0.091684
28.505,0.091684
28.506,0.122226
28.507,0.061142
28.508,0.091684
28.509,0.152767
28.51,0.152767
28.511,0.183309
28.512,0.21385
28.513,0.305475
28.514,0.336017
28.515,0.274934
28.516,0.274934
28.517,0.274934
28.518,0.274934
28.519,0.183309
28.52,0.183309
28.521,0.21385
28.522,0.122226
28.523,0.122226
28.524,0.061142
28.525,0.061142
28.526,0.061142
28.527,0.122226
28.528,0.091684
28.529,0.122226
28.53,0.21385
28.531,0.183309
28.532,0.21385
28.533,0.366558
28.534,0.336017
28.535,0.305475
28.536,0.244392
28.537,0.21385
28.538,0.244392
28.539,0.21385
28.54,0.183309
28.541,0.122226
28.542,0.091684
28.543,0.122226
28.544,0.030601
28.545,5.9247e-05
28.546,0.061142
28.547,0.061142
28.548,0.061142
28.549,0.152767
28.55,0.21385
28.551,0.183309
28.552,0.21385
28.553,0.336017
28.554,0.366558
28.555,0.305475
28.556,0.21385
28.557,0.21385
28.558,0.274934
28.559,0.183309
28.56,0.183309
28.561,0.183309
28.562,0.122226
28.563,0.122226
28.564,0.030601
28.565,0.122226
28.566,0.061142
28.567,0.061142
28.568,0.091684
28.569,0.152767
28.57,0.21385
28.571,0.183309
28.572,0.21385
28.573,0.274934
28.574,0.336017
28.575,0.244392
28.576,0.244392
28.577,0.21385
28.578,0.21385
28.579,0.244392
28.58,0.122226
28.581,0.122226
28.582,0.122226
28.583,0.152767
28.584,0.122226
28.585,0.091684
28.586,0.030601
28.587,0.061142
28.588,0.091684
28.589,0.122226
28.59,0.183309
28.591,0.183309
28.592,0.21385
28.593,0.305475
28.594,0.336017
28.595,0.305475
28.596,0.305475
28.597,0.244392
28.598,0.274934
28.599,0.274934
28.6,0.183309
28.601000000000003,0.152767
28.602,0.183309
28.603,0.091684
28.604000000000003,0.122226
28.605,0.061142
28.606,5.9247e-05
28.607000000000003,5.9247e-05
28.608,0.122226
28.609,0.152767
28.610000000000003,0.183309
28.611,0.21385
28.612000000000002,0.21385
28.613000000000003,0.336017
28.614,0.305475
28.615000000000002,0.274934
28.616,0.274934
28.617,0.244392
28.618000000000002,0.21385
28.619,0.244392
28.62,0.152767
28.621000000000002,0.152767
28.622,0.152767
28.623,0.122226
28.624000000000002,0.091684
28.625,0.030601
28.626,0.091684
28.627000000000002,0.091684
28.628,0.122226
28.629,0.152767
28.630000000000003,0.21385
28.631,0.21385
28.632,0.21385
28.633000000000003,0.305475
28.634,0.336017
28.635,0.274934
28.636000000000003,0.244392
28.637,0.305475
28.638,0.21385
28.639000000000003,0.21385
28.64,0.183309
28.641000000000002,0.122226
28.642000000000003,0.183309
28.643,0.122226
28.644000000000002,0.091684
28.645000000000003,0.061142
28.646,5.9247e-05
28.647000000000002,0.091684
28.648,0.091684
28.649,0.183309
28.650000000000002,0.183309
28.651,0.183309
28.652,0.21385
28.653000000000002,0.336017
28.654,0.336017
28.655,0.336017
28.656000000000002,0.305475
28.657,0.244392
28.658,0.21385
28.659000000000002,0.21385
28.66,0.244392
28.661,0.183309
28.662000000000003,0.152767
28.663,0.122226
28.664,0.122226
28.665000000000003,5.9247e-05
28.666,5.9247e-05
28.667,0.122226
28.668000000000003,0.061142
28.669,0.122226
28.67,0.152767
28.671000000000003,0.21385
28.672,0.244392
28.673000000000002,0.274934
28.674000000000003,0.366558
28.675,0.305475
28.676000000000002,0.183309
28.677000000000003,0.274934
28.678,0.244392
28.679000000000002,0.21385
28.68,0.183309
28.681,0.183309
28.682000000000002,0.152767
28.683,0.122226
28.684,0.122226
28.685000000000002,0.091684
28.686,0.091684
28.687,0.091684
28.688000000000002,0.122226
28.689,0.122226
28.69,0.183309
28.691000000000003,0.152767
28.692,0.244392
28.693,0.305475
28.694000000000003,0.336017
28.695,0.305475
28.696,0.274934
28.697000000000003,0.244392
28.698,0.305475
28.699,0.21385
28.700000000000003,0.183309
28.701000000000004,0.122226
28.702,0.152767
28.703000000000003,0.122226
28.704000000000004,0.091684
28.705000000000002,0.061142
28.706000000000003,0.030601
28.707000000000004,0.061142
28.708000000000002,0.061142
28.709000000000003,0.152767
28.710000000000004,0.183309
28.711000000000002,0.183309
28.712000000000003,0.183309
28.713000000000005,0.336017
28.714000000000002,0.305475
28.715000000000003,0.305475
28.716,0.244392
28.717000000000002,0.21385
28.718000000000004,0.274934
28.719,0.274934
28.720000000000002,0.21385
28.721000000000004,0.183309
28.722,0.152767
28.723000000000003,0.152767
28.724000000000004,0.183309
28.725,0.091684
28.726000000000003,0.061142
28.727000000000004,0.061142
28.728,0.152767
28.729000000000003,0.152767
28.730000000000004,0.152767
28.731,0.21385
28.732000000000003,0.152767
28.733000000000004,0.274934
28.734,0.336017
28.735000000000003,0.244392
28.736000000000004,0.244392
28.737000000000002,0.244392
28.738000000000003,0.244392
28.739000000000004,0.244392
28.740000000000002,0.183309
28.741000000000003,0.152767
28.742000000000004,4.336967
28.743000000000002,4.367508
28.744000000000003,4.367508
28.745000000000005,4.367508
28.746000000000002,4.336967
28.747000000000003,4.428592
28.748,4.459133
28.749000000000002,4.428592
28.750000000000004,4.489675
28.751,4.520216
28.752000000000002,4.520216
28.753000000000004,4.642383
28.754,4.672925
28.755000000000003,4.5813
28.756000000000004,4.642383
28.757,4.642383
28.758000000000003,4.550758
28.759000000000004,4.5813
28.76,4.520216
28.761000000000003,4.489675
28.762000000000004,4.550758
28.763,4.489675
28.764000000000003,4.520216
28.765000000000004,4.367508
28.766000000000002,4.367508
28.767000000000003,4.489675
28.768000000000004,4.520216
28.769000000000002,4.489675
28.770000000000003,4.550758
28.771000000000004,4.520216
28.772000000000002,4.611841
28.773000000000003,4.703466
28.774000000000004,4.734008
28.775000000000002,4.703466
28.776000000000003,4.642383
28.777000000000005,4.611841
28.778000000000002,4.611841
28.779000000000003,4.642383
28.78,4.550758
28.781000000000002,4.489675
28.782000000000004,4.550758
28.783,4.520216
28.784000000000002,4.489675
28.785000000000004,4.459133
28.786,4.428592
28.787000000000003,4.428592
28.788000000000004,4.489675
28.789,4.520216
28.790000000000003,4.550758
28.791000000000004,4.642383
28.792,4.5813
28.793000000000003,4.703466
28.794000000000004,4.764549
28.795,4.611841
28.796000000000003,4.642383
28.797000000000004,4.703466
28.798000000000002,4.611841
28.799000000000003,4.5813
28.8,4.611841
28.801000000000002,4.550758
28.802,4.520216
28.803,4.550758
28.804000000000002,4.520216
28.805,4.459133
28.806,4.428592
28.807000000000002,4.489675
28.808,4.520216
28.809,4.5813
28.810000000000002,4.550758
28.811,4.611841
28.812,4.611841
28.813000000000002,4.672925
28.814,4.734008
28.815,4.703466
28.816,4.642383
28.817,4.672925
28.818,4.642383
28.819,4.5813
28.82,4.5813
28.821,4.550758
28.822,4.520216
28.823,4.520216
28.824,4.550758
28.825,4.489675
28.826,4.39805
28.827,4.459133
28.828,4.489675
28.829,4.489675
28.830000000000002,4.550758
28.831,4.611841
28.832,4.5813
28.833000000000002,4.703466
28.834,4.734008
28.835,4.642383
28.836000000000002,4.703466
28.837,4.642383
28.838,4.703466
28.839000000000002,4.5813
28.84,4.5813
28.841,4.611841
28.842000000000002,4.5813
28.843,4.520216
28.844,4.520216
28.845000000000002,4.520216
28.846,4.428592
28.847,4.459133
28.848,4.459133
28.849,4.520216
28.85,4.5813
28.851,4.550758
28.852,4.611841
28.853,4.734008
28.854,4.672925
28.855,4.672925
28.856,4.703466
28.857,4.672925
28.858,4.672925
28.859,4.611841
28.86,4.611841
28.861,4.5813
28.862000000000002,4.611841
28.863,4.520216
28.864,4.550758
28.865000000000002,4.459133
28.866,4.459133
28.867,4.489675
28.868000000000002,4.489675
28.869,4.5813
28.87,4.5813
28.871000000000002,4.5813
28.872,4.5813
28.873,4.703466
28.874000000000002,4.734008
28.875,4.672925
28.876,4.642383
28.877000000000002,4.642383
28.878,4.611841
28.879,4.5813
28.88,4.5813
28.881,4.520216
28.882,4.550758
28.883,4.459133
28.884,4.489675
28.885,4.459133
28.886,4.459133
28.887,4.428592
28.888,4.489675
28.889,4.489675
28.89,4.5813
28.891000000000002,4.611841
28.892,4.5813
28.893,4.734008
28.894000000000002,4.703466
28.895,4.734008
28.896,4.703466
28.897000000000002,4.703466
28.898,4.642383
28.899,4.611841
28.900000000000002,4.5813
28.901000000000003,4.550758
28.902,4.520216
28.903000000000002,4.489675
28.904000000000003,4.520216
28.905,4.459133
28.906000000000002,4.336967
28.907000000000004,4.459133
28.908,4.520216
28.909000000000002,4.550758
28.910000000000004,4.5813
28.911,4.611841
28.912000000000003,4.5813
28.913000000000004,4.734008
28.914,4.764549
28.915000000000003,4.734008
28.916,4.642383
28.917,4.642383
28.918000000000003,4.550758
28.919,4.642383
28.92,4.611841
28.921000000000003,4.5813
28.922,4.520216
28.923000000000002,4.520216
28.924000000000003,4.520216
28.925,4.428592
28.926000000000002,4.489675
28.927000000000003,4.459133
28.928,4.520216
28.929000000000002,4.550758
28.930000000000003,4.5813
28.931,4.611841
28.932000000000002,4.611841
28.933000000000003,4.703466
28.934,4.734008
28.935000000000002,4.734008
28.936000000000003,4.642383
28.937,4.642383
28.938000000000002,4.642383
28.939000000000004,4.611841
28.94,4.5813
28.941000000000003,4.5813
28.942000000000004,4.550758
28.943,4.550758
28.944000000000003,4.520216
28.945000000000004,4.459133
28.946,4.489675
28.947000000000003,4.489675
28.948,4.520216
28.949,4.520216
28.950000000000003,4.550758
