Time (s),Average Resistance (Ohms)
0,2006172.9557380492
1,2006490.8794768972
2,2007104.542890634
3,2009668.959731679
4,2009241.0568181705
5,2006707.8726652348
6,2006821.7595363017
7,2008196.2456040669
8,2008906.722106216
9,2005613.632699441
10,2006444.7225718475
11,2010818.813785733
12,2006752.2575202466
13,2007031.061074519
14,2011164.6143231736
15,2008822.792932771
16,2009826.6738942089
17,2009940.2470070792
18,2013441.588725651
19,2007977.7906643224
20,2007013.8737747637
21,2008750.580178248
22,2010147.3486210653
23,2011429.7060390352
24,2009257.9085114584
25,2007543.283095151
26,2006007.2821064224
27,2010236.3415840503
28,2006407.7407357136
29,2012445.1158752395
30,2010868.1369025663
31,2012032.9536428747
32,2008795.9234776676
33,2010007.1949707102
34,2011846.797627394
35,2010271.389760125
36,2008222.2911381517
37,2011779.979788243
38,2009455.2342406327
39,2011507.5236347234
40,2008107.1911032815
41,2007851.7238180402
42,2009360.8997052533
43,2006882.3430928483
44,2009580.60565266
45,2011531.4215780706
46,2008438.6902710425
47,2010913.1611507647
48,2008505.279590412
49,2006799.0674861788
50,2007612.1265913572
51,2012802.9416896873
52,2010448.3603858484
53,2007022.6923039455
54,2008110.1645562442
55,2010184.9673422799
56,2014213.4850131837
57,2011083.95165608
58,2006289.2445669349
59,2011979.5470714539
60,2011455.3931526046
61,2010989.4199313088
62,2008637.8953397307
63,2009671.6277066641
64,2013938.1395052234
65,2010489.5109536736
66,2011366.814427778
67,2012665.5319064257
68,2009927.782456769
69,2010465.6374744202
70,2010778.080021133
71,2010960.6835878966
72,2010238.4890053777
73,2009735.3775071946
74,2011877.4310418954
75,2014083.1980378337
76,2008888.1966748517
77,2010051.8081517569
78,2012336.1769571924
79,2011149.9613244866
80,2011923.5327641922
81,2007931.5133845534
82,2008167.3581583381
83,2008948.5253037442
84,2009710.2455670342
85,2009461.7884872316
86,2010546.0878786664
87,2009233.2193252963
88,2010375.1194531254
89,2011287.227983753
90,2010318.5564634365
91,2009935.8683515172
92,2011281.266770336
93,2011911.8982540306
94,2007807.8948290444
95,2007845.7514812993
96,2014707.401619905
97,2005940.334164346
98,2008591.18684888
99,2007727.6297904653
100,2008705.5966005146
101,2008470.0601895268
102,2010309.1233367717
103,2007861.2885854533
104,2008959.9903291636
105,2009760.0490282218
106,2009893.7140815204
107,2011887.2709103907
108,2012385.6640008953
109,2010204.3087768285
110,2010812.8411328825
111,2009932.8951078618
112,2010759.8563150524
113,2009881.3783669472
114,2011803.037937987
115,2011726.596218832
116,2006946.2761052134
117,2011393.8393048507
118,2013413.8252120344
119,2009663.0693069422
120,2009083.1522835842
121,2010540.9840145272
122,2006933.6393495325
123,2011586.0478813404
124,2011953.222619093
125,2010248.1287845722
126,2011793.033712697
127,2010953.4266624253
128,2012948.3056277416
129,2014187.3808394747
130,2010189.6520728488
131,2011340.10433878
132,2012671.4564653756
133,2011614.707287773
134,2011234.9629111297
135,2012134.9433971152
136,2006895.779575772
137,2013827.6541857575
138,2012125.655159288
139,2012706.547815575
140,2010705.3280249008
141,2011998.2277899105
142,2010825.454387273
143,2008336.226620668
144,2009772.9367751796
145,2013794.1035715484
146,2011196.7768600404
147,2010878.8296433794
148,2009232.6749960396
149,2011098.4817467148
150,2011642.5129544334
151,2011738.0077035292
152,2008695.8847556175
153,2009445.882092174
154,2012060.9061695994
155,2007071.0495962882
156,2010171.1464445794
157,2009639.8919147628
158,2011264.1830231322
159,2013579.7904102027
160,2011788.9194693195
161,2011630.8133762225
162,2012988.3269058128
163,2009603.2320743734
164,2010088.4456524507
165,2008917.332714383
166,2009430.8381127696
167,2012280.4477563798
168,2011728.6083804017
169,2011880.0687409483
170,2010370.2738576087
171,2009614.9869279913
172,2009356.1137580704
173,2013421.8177804668
174,2011159.0104197583
175,2010062.3009542502
176,2013292.2030206895
177,2010294.1922890062
178,2010788.013466077
179,2009397.213737932
180,2009203.3181854717
181,2009230.2578007304
182,2011749.1452112403
183,2011216.9051223432
184,2012423.6548643268
185,2012820.3875273687
186,2009638.569707852
187,2009101.177393993
188,2010996.5363772053
189,2012753.2634320343
190,2012205.8220201216
191,2011130.8305877268
192,2012057.512950465
193,2008707.5942871617
194,2010249.8654564514
195,2008639.0391949182
196,2013222.8826247053
197,2011381.2088299596
198,2008774.718115632
199,2012350.10423598
200,2011243.354465345
201,2010219.8602827343
202,2008885.7189743016
203,2009924.271175553
204,2010295.294498291
205,2009911.8726819002
206,2009925.070825479
207,2011445.5206210392
208,2011312.2713330376
209,2010859.480717513
210,2009030.9010580578
211,2010266.6014452302
212,2013046.3094695767
213,2011467.1641356999
214,2009878.260571876
215,2011000.4199048642
216,2009237.9402683578
217,2014508.3170929581
218,2011278.8988774475
219,2012256.9736786678
220,2009462.1918552318
221,2008369.7633888863
222,2013208.0334737056
223,2009864.0851185115
224,2008743.7272416127
225,2010331.7240000938
226,2012078.0448697084
227,2010797.6877264823
228,2011952.945299749
229,2011583.0783762285
230,2010194.5528599618
231,2011952.6501491521
232,2012049.0104709978
233,2011695.8270257546
234,2008544.4477743658
235,2009772.1000576844
236,2009874.7780120554
237,2008585.0231642344
238,2010784.2886145308
239,2014267.5578965899
240,2007441.4168381053
241,2009446.3121313485
242,2013496.080671705
243,2010299.198103428
244,2012981.685459903
245,2009715.6208063643
246,2010456.3144287502
247,2010560.1813748456
248,2012424.3744569535
249,2013352.8170469925
250,2011885.0660888257
251,2008765.8570626942
252,2009394.0832537054
253,2009351.1590308505
254,2010934.2293869383
255,2011084.6815623452
256,2008339.9769099432
257,2011835.2432591915
258,2013026.4925247168
259,2011028.6464080573
260,2012102.0593825474
261,2009989.6696036118
262,2008588.5699766867
263,2013089.45403938
264,2010837.0304509192
265,2010450.9193702
266,2005910.201437088
267,2011614.4031770832
268,2010171.2210851512
269,2012425.3178693957
270,2009708.1809074003
271,2011025.6963427525
272,2011169.5877675486
273,2006193.2388336991
274,2011450.237931674
275,2009849.5927170047
276,2011545.2284087283
277,2011163.9324286175
278,2011419.8055357598
279,2010820.5770408825
280,2013498.338422267
281,2011820.5158910635
282,2010614.1030313338
283,2009128.331044894
284,2012125.543426765
285,2010854.543359728
286,2013113.0784153747
287,2009296.947657354
288,2011201.8484228647
