Time (s),Average Resistance (Ohms)
0,14885434.388626432
1,14773810.349036073
2,16286705.413051326
3,18218582.472665858
4,24352307.244034052
5,8846433.224775407
6,12480476.0310155
7,20286672.56827747
8,8508916.67789942
9,10776258.17467721
10,13410665.892384168
11,12668645.373389192
12,19936582.671732537
13,11262036.806338884
14,11822757.012817848
15,15809539.253590316
16,20740310.94948979
17,17591566.44570259
18,10095573.477903355
19,14240109.60971036
20,19275372.80710457
21,15414260.143328946
22,11016212.47277606
23,14756162.874964003
24,23380944.90313438
25,12439147.769846965
26,12928820.547570156
27,16542459.357278202
28,13730981.808906147
29,13330433.053457921
30,16182537.935620923
31,25291420.110415623
32,21522062.06931899
33,10077025.022137005
34,13470111.165617228
35,15303001.243069101
36,22463024.551585563
37,13563963.148744587
38,14848974.429403836
39,12462387.676447209
40,21349960.388794262
41,13054959.538488753
42,11959751.04788287
43,20840055.286866933
44,17172454.894633684
45,28641850.355788987
46,15705587.682716966
47,7810930.524979822
48,15105945.20338785
49,20125772.66512326
50,8058777.433795588
51,12936049.59015431
52,15375218.789564103
53,12734496.141439017
54,12926121.789405985
55,15988293.976216307
56,26792489.341399543
57,19042421.978534527
58,11232760.092988659
59,13779117.924639234
60,20674277.451911505
61,15048402.62438317
62,12897827.707707493
63,12058772.62202851
64,18144046.583135154
65,8173063.100848618
66,12454569.398270605
67,18154331.432201333
68,12527353.721335197
69,13089565.21771107
70,14923588.522079444
71,26961454.51039635
72,10980248.995365959
73,11097068.795735981
74,13336148.259590123
75,16479929.221354317
76,12534153.53833406
77,10966742.761472773
78,16590453.19318276
79,19460657.638559915
80,12415202.447860843
81,10100384.633786105
82,12857403.021036536
83,23964666.66905789
84,12987591.731137015
85,9201633.90354766
86,14690228.29310075
87,19213342.38135976
88,16459543.756854553
89,11707250.45222358
90,17276155.44669827
91,17717228.69363056
92,10516050.87606566
93,12085283.78863331
94,16401747.255981172
95,22386055.738686677
96,13469501.05516173
97,11980824.473551575
98,12117231.49500226
99,25552300.53903738
100,13256977.123441564
101,13531054.012838146
102,13552869.710750306
103,20550247.575147327
104,13257899.769748267
105,13280753.565619105
106,13200702.082341567
107,15682047.323480442
108,7798299.0606727125
109,12203223.809640389
110,15342826.168022549
111,27648245.934168674
112,11678462.662204642
113,15776197.827178359
114,14359973.268006627
115,17187637.67294275
116,7213162.806581537
117,20438346.19987058
118,10933846.913600313
119,12011779.033739246
120,18470902.819533177
121,13199534.66062909
122,12489356.221492987
123,14050272.827188283
124,15516523.514282972
125,12970477.87999945
126,13887561.445046674
127,10227816.01370899
128,15618725.450939726
129,15842782.587441137
130,14652489.239808027
131,13513680.310022676
132,11244374.126603816
133,13295090.623063855
134,14315161.711461443
135,18859889.433303967
136,10361232.694926038
137,11729075.074210057
138,16924335.4434654
139,28371552.46546933
140,16822028.995084606
141,13398034.888388406
142,12967243.481892796
143,17254079.570934303
144,12930346.741409123
145,16407564.225459721
146,12921795.382951979
147,27735603.450279832
148,12657245.630885135
149,13906928.939539354
150,16316650.31125043
151,10818251.962194668
152,14816796.856566262
153,16301722.374605006
154,26134668.905282978
155,19183337.077873133
156,13387304.506159717
157,13912933.160633156
158,16440611.290134612
159,21477159.489596732
160,11648875.775957992
161,14516850.553055162
162,24020569.908691645
163,13593807.125169665
164,11636759.198749926
165,12949853.11380034
166,14235405.182860946
167,24088441.836964976
168,12421849.549839664
169,16247078.560653344
170,16950238.412946716
171,14711062.790367628
172,13429244.488717098
173,11806846.017694566
174,14238142.048701312
175,12369192.060045375
176,12391831.19237979
177,12568275.05772287
178,9278673.699585829
179,20460867.70491732
180,12186775.700232182
181,10905378.233517056
182,11983178.400811622
183,22438392.291294437
184,10230896.21192702
185,17483664.423931904
186,14778214.366463233
187,27030427.99926286
188,9534618.920030637
189,12508463.820313197
190,15658667.889999012
191,7462116.834179176
192,12204978.43271223
193,12873934.052583402
194,22517918.030521467
195,14852437.084141294
196,11293276.878982048
197,13882693.762671819
198,15099554.71960325
199,12611303.885426823
200,13987653.460854966
201,15518207.019250711
202,10700976.854429225
203,9727373.994337697
204,17736086.00041244
205,27179058.265799887
206,13155476.541869149
207,11977217.805477362
208,19657778.84684708
209,20789781.13656915
210,27186349.6449079
211,12174936.41648984
212,14448429.403578151
213,12911380.0141062
214,20442277.32785445
215,15204983.986023748
216,9431893.531022932
217,11358834.713327715
218,12553724.251943503
219,11078378.769645415
220,9245624.916517222
221,15780522.10328629
222,25668059.187295556
223,12476289.313731141
224,11440958.944772577
225,15960663.554085324
226,8370404.947916088
227,12487851.93114664
228,12198315.056938158
229,9032130.08752568
230,12133957.936932502
231,11900281.103638003
232,13406473.85579831
233,12655352.444561385
234,10605163.85070875
235,23701985.585498936
236,12856313.221880268
237,11052899.082916975
238,11484123.946378762
239,16618120.680564519
240,8729531.932017034
241,10129448.033955792
242,10419903.83382212
243,14893807.379619773
244,9530141.59433546
245,16731295.26550978
246,13722813.946177203
247,17674699.25540616
248,24899893.15929443
249,7236157.30982743
250,11934542.748833686
251,14767432.922558924
252,19947583.134187344
253,11709848.063367594
254,11506198.667617697
255,12998496.55951629
256,20059933.537280206
257,14126796.652442098
258,10241668.643939432
259,15032224.181674551
260,18073825.865808006
261,10633164.738546317
262,13355793.555483833
263,12394796.485547395
264,15544627.476312911
265,11127298.848505314
266,10371134.05764075
267,14860481.324791733
268,27931475.181193523
269,8414794.992823154
270,9099275.455354456
271,8766410.744762024
272,21052757.437194172
273,12312668.169647034
274,10868688.301861785
275,9792038.851469653
276,15857501.687589576
277,12670798.713078659
278,9878603.882034585
279,8667317.705143455
280,15604327.59001414
281,11864620.058150228
282,11107821.328748694
283,11832933.006825596
284,14235717.414822722
285,10289451.517507054
286,9817696.503899943
287,13651204.465922248
288,6620504.179115631
289,9121336.738420403
290,11866663.872059043
291,19995366.942726675
292,16557328.089033287
293,10768057.7538054
294,11398638.736715654
295,14605006.1714111
296,12876743.404496366
297,9452851.129372558
298,12069574.776022092
299,17238447.628847968
300,11928698.312880088
301,9428471.800911523
302,11307920.45437454
303,13448578.321693048
304,10309597.604017794
305,14260184.2279214
306,16842500.47020612
307,8185833.046123574
308,11566016.58557588
309,15672417.70183177
310,28476806.713788956
311,12017211.977884926
312,13265204.21578158
313,14496629.610551104
314,25086465.383696537
315,14377318.069227224
316,12683487.082261529
317,16300753.193915065
318,18788002.818857715
319,13419386.073279496
320,13648515.675057244
321,13302492.243452901
322,14315695.2764952
323,9939719.786850901
324,12023997.525097517
325,13726300.45803006
326,25325663.555181477
327,11100070.888232362
328,11277598.876321603
329,13759938.643770035
330,11484184.947084956
331,22693906.564947
332,12705962.430615777
333,10583454.494214866
334,12472592.676363785
335,16087012.626075696
336,11950219.73457882
337,12914560.690190254
338,20529009.176591374
339,14861443.808757013
340,10345925.877277138
341,10111690.3794772
342,18513167.447277237
343,28074490.36365792
344,10308692.992942732
345,19213108.34100661
346,13823141.96473299
347,12960718.95797955
348,9060830.403486934
349,12770263.982549077
350,23714454.85351696
351,7892446.439319956
352,9599277.215506544
353,11292604.573993847
354,27631971.667305846
355,12800892.196473781
356,10133531.425284652
357,13007085.615280837
358,19443658.818785723
359,12813645.647248577
360,9378353.690090364
361,11915134.080376027
362,14082313.632207995
363,10374470.96648182
364,12929913.983271414
365,13102733.296369374
366,14481558.307314951
367,7732566.690003525
368,11640613.04750843
369,12518599.522827078
370,23323329.625569247
371,21739713.458007302
372,10248536.09997181
373,9676618.391337125
374,12875920.284985103
375,12181101.620158121
376,14688306.285559807
377,11276018.611511128
378,10394472.74673635
379,20587533.615087207
380,10241969.627884245
381,6919136.936237061
382,13312640.209820105
383,12916970.30088516
384,12887848.506957527
385,11162198.993759172
386,11047987.399702081
387,13097346.622462347
388,26088270.060739975
389,14119104.674539652
390,11323925.114199635
391,13009328.352078388
392,24118114.199238867
393,11115636.173420671
394,9485587.446394237
395,12336796.99576717
396,19797758.565390486
397,12366626.623893524
398,9456393.02756384
399,10871563.762463644
400,14648662.120032597
401,11621369.88163484
402,12975481.96569065
403,5974769.981418936
404,14443904.011047712
405,14801980.770808041
406,9199757.571448836
407,10843670.491566442
408,13181308.026991919
409,8734578.03762101
410,11355605.285355616
411,14619252.892299583
412,8430837.4257254
