Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0000","0.0000"
"0.0400","0.0001","0.0001"
"0.0600","0.0002","0.0003"
"0.0800","0.0002","0.0004"
"0.1000","0.0002","0.0004"
"0.1200","0.0003","0.0004"
"0.1400","0.0003","0.0004"
"0.1600","0.0004","0.0005"
"0.1800","0.0004","0.0006"
"0.2000","0.0005","0.0007"
"0.2200","0.0005","0.0007"
"0.2400","0.0005","0.0008"
"0.2600","0.0006","0.0009"
"0.2800","0.0007","0.0009"
"0.3000","0.0007","0.0009"
"0.3200","0.0008","0.0010"
"0.3400","0.0009","0.0012"
"0.3600","0.0010","0.0013"
"0.3800","0.0010","0.0014"
"0.4000","0.0011","0.0014"
"0.4200","0.0012","0.0016"
"0.4400","0.0013","0.0017"
"0.4600","0.0014","0.0019"
"0.4800","0.0015","0.0019"
"0.5000","0.0016","0.0020"
"0.5200","0.0017","0.0021"
"0.5400","0.0018","0.0023"
"0.5600","0.0020","0.0025"
"0.5800","0.0021","0.0026"
"0.6000","0.0023","0.0028"
"0.6200","0.0024","0.0030"
"0.6400","0.0026","0.0034"
"0.6600","0.0028","0.0035"
"0.6800","0.0030","0.0038"
"0.7000","0.0033","0.0041"
"0.7200","0.0035","0.0044"
"0.7400","0.0038","0.0047"
"0.7600","0.0040","0.0052"
"0.7800","0.0043","0.0055"
"0.8000","0.0047","0.0059"
"0.8200","0.0050","0.0063"
"0.8400","0.0054","0.0068"
"0.8600","0.0058","0.0074"
"0.8800","0.0063","0.0080"
"0.9000","0.0068","0.0086"
"0.9200","0.0073","0.0093"
"0.9400","0.0078","0.0099"
"0.9600","0.0083","0.0105"
"0.9800","0.0088","0.0112"
"1.0000","0.0094","0.0119"
"1.0200","0.0100","0.0127"
"1.0400","0.0107","0.0136"
"1.0600","0.0114","0.0145"
"1.0800","0.0122","0.0155"
"1.1000","0.0130","0.0165"
"1.1200","0.0139","0.0177"
"1.1400","0.0148","0.0190"
"1.1600","0.0158","0.0203"
"1.1800","0.0168","0.0215"
"1.2000","0.0177","0.0228"
"1.2200","0.0186","0.0239"
"1.2400","0.0195","0.0249"
"1.2600","0.0204","0.0261"
"1.2800","0.0213","0.0274"
"1.3000","0.0223","0.0287"
"1.3200","0.0233","0.0302"
"1.3400","0.0245","0.0318"
"1.3600","0.0257","0.0336"
"1.3800","0.0270","0.0354"
"1.4000","0.0282","0.0371"
"1.4200","0.0293","0.0386"
"1.4400","0.0305","0.0404"
"1.4600","0.0318","0.0422"
"1.4800","0.0332","0.0443"
"1.5000","0.0346","0.0464"
"1.5200","0.0359","0.0483"
"1.5400","0.0372","0.0501"
"1.5600","0.0383","0.0517"
"1.5800","0.0394","0.0534"
"1.6000","0.0406","0.0552"
"1.6200","0.0419","0.0572"
"1.6400","0.0431","0.0592"
"1.6600","0.0442","0.0609"
"1.6800","0.0453","0.0624"
"1.7000","0.0463","0.0638"
"1.7200","0.0473","0.0654"
"1.7400","0.0483","0.0668"
"1.7600","0.0492","0.0683"
"1.7800","0.0502","0.0699"
"1.8000","0.0512","0.0715"
"1.8200","0.0520","0.0728"
"1.8400","0.0528","0.0740"
"1.8600","0.0536","0.0751"
"1.8800","0.0544","0.0764"
"1.9000","0.0552","0.0777"
"1.9200","0.0561","0.0793"
"1.9400","0.0570","0.0811"
"1.9600","0.0579","0.0827"
"1.9800","0.0588","0.0842"
"2.0000","0.0596","0.0857"
"2.0200","0.0605","0.0872"
"2.0400","0.0613","0.0887"
"2.0600","0.0620","0.0898"
"2.0800","0.0627","0.0909"
"2.1000","0.0634","0.0921"
"2.1200","0.0641","0.0935"
"2.1400","0.0649","0.0950"
"2.1600","0.0657","0.0965"
"2.1800","0.0664","0.0980"
"2.2000","0.0672","0.0995"
"2.2200","0.0679","0.1008"
"2.2400","0.0685","0.1017"
"2.2600","0.0690","0.1026"
"2.2800","0.0696","0.1035"
"2.3000","0.0702","0.1046"
"2.3200","0.0707","0.1057"
