Time (s),Average Resistance (Ohms)
0,74766424.47599335
1,83044536.20654687
2,82011031.41654465
3,70497622.92839098
4,106831314.4322023
5,74891775.33737598
6,79770052.65120159
7,78676814.47257078
8,143486019.9071081
9,105942100.00363573
10,76116900.06328762
11,73875666.40598029
12,86234673.48668586
13,120602013.9293307
14,115321094.21762474
15,98021410.08475897
16,77160780.14074922
17,82954527.78291117
18,103900799.59012115
19,85933233.46772632
20,87483056.31731084
21,80839808.58795111
22,90185457.85593586
23,99617145.2309082
24,99270773.60974894
25,104480383.73002894
26,128924475.49831997
27,87099337.47117841
28,96470212.09713657
29,119172487.63353518
30,81534006.38006826
31,104121092.75358088
32,74198616.38599527
33,76563204.53825602
34,147042675.1222642
35,92129364.30920573
36,90137636.37015884
37,95444341.46372932
38,104976145.2848161
39,99011295.962962
40,103132120.68037874
41,100546073.61936112
42,91032125.97135161
43,79251650.84799317
44,80695130.51479232
45,99375088.91114038
46,89869604.78345318
47,137670993.66152787
48,90993152.04662517
49,78205749.49984002
50,99933440.18317445
51,93067940.26550207
52,89223380.55132136
53,109714482.72333582
54,110023799.31422734
55,113246574.90880747
56,106795140.23170993
57,82999916.73785722
58,94749772.23748198
59,71778969.79360268
60,90412786.99471404
61,121243605.58368458
62,97959177.63437489
63,123633716.1502982
64,99947762.95695475
65,84148707.40992679
66,85994922.15870202
67,106544546.3395069
68,95932801.81128263
69,73092659.29255205
70,75572245.22480138
71,90143786.36180493
72,121393171.73026319
73,90783053.09654248
74,119325136.40104024
75,86936247.55172606
76,102059837.28689954
77,89649849.23728451
78,83145416.57339136
79,114894508.75472479
80,98407039.39435522
81,97686121.16855463
82,89630271.86831178
83,86272709.33590806
84,81549223.49845913
85,98465085.65376875
86,118891164.34469342
87,106886926.25133225
88,80573153.80209525
89,82909401.30535728
90,147086584.71641025
91,102470357.06651464
92,84712082.12085262
93,103019235.74207947
94,82815485.63339299
95,96888356.23467472
96,88726517.4124182
97,113427466.60052487
98,65110988.19752512
99,71135565.00549786
100,79596344.92573895
101,110739449.74857607
102,116945368.02104306
103,79608767.3895004
104,75669839.0644222
105,112308643.87216878
106,116950353.15290236
107,103648250.34511407
108,103697076.06739524
109,96789553.34722501
110,93299765.40682593
111,79038653.02181536
112,112954165.82658704
113,91120901.67150691
114,81326276.57755044
115,92691559.00573952
116,87653028.59719343
117,88656973.49825428
118,72216863.60626073
119,108065047.0593272
120,95541502.01395853
121,85852207.78632355
122,96653355.31484713
123,64937017.47402453
124,84504787.7490338
125,80725648.76160462
126,90576321.88683476
127,135748046.2218919
128,106861288.73045225
129,114909722.28994234
130,99946028.35732459
131,102382236.90456371
132,93458724.15274027
133,92956524.11004333
134,85398000.97129045
135,112628674.2398961
136,146671355.48889333
137,136083817.97249746
138,77667968.8372036
139,95994613.3439546
140,71646931.04127301
141,104430679.58503576
142,86511410.49006304
143,116847062.08677486
144,93379175.60275401
