Time (s),Average Resistance (Ohms)
0,14734267.54889598
1,18255172.703846235
2,16657968.71882557
3,21588932.520945303
4,14443348.528497439
5,19172289.993852515
6,19061605.707490604
7,15564034.018523332
8,13448790.849314108
9,17859939.410100766
10,8449729.710119829
11,18214673.704729754
12,16475615.538653648
13,16237291.937757123
14,26200180.180424817
15,38765446.014120854
16,21607322.447107315
17,34103446.34118739
18,18050753.631971616
19,32989453.97974508
20,20911485.227001265
21,27989020.96211923
22,31953268.93812298
23,22954252.505298883
24,-5130896.741841758
25,6974842.051099084
26,3150221.235838558
27,-15018.704025416058
28,18547096.306435533
29,3088485.671079677
30,27091126.97336652
31,15657194.129203072
32,-11492095.016516542
33,6693850.2917660875
34,5619222.711374101
35,24575388.813625522
36,8132607.12335526
37,7127771.900912692
38,4358296.812729733
39,39776638.67664819
40,-4553040.217032239
41,21672031.25495379
42,7647857.514660163
43,13813576.148174211
44,30731440.1049784
45,28231833.46118189
46,22192422.81212313
47,10387837.186196003
48,24481527.262586907
49,10803368.569742674
50,15592368.998169657
51,21497865.227775756
52,17916572.882565904
53,18038616.585345186
54,10766782.878929786
55,21158606.72357487
56,9385774.22917584
57,17338093.77671802
58,33084375.591472626
59,20172376.30831749
60,19861277.76260164
61,10765380.353371259
62,16096172.924711496
63,20840138.67899801
64,25426879.91890424
65,22753577.50510747
66,7125181.405044807
67,13882366.165467186
68,13372267.101998445
69,13503485.585917775
70,18177999.522360705
71,23152976.1493934
72,17252460.573949642
73,24098466.79494726
74,-5715202.19985929
75,6579191.469244433
76,19973501.894216888
77,-5586878.844571533
78,-6239935.570453294
79,2265260.714915847
80,5496856.748210932
81,7843352.64497118
82,17761014.90671327
83,32921975.90656143
84,25602396.880431596
85,23633085.806734197
86,22482021.122070793
87,-9327679.50020233
88,13572807.289525006
89,-15453583.026698042
90,24518343.67268201
91,7516673.967928362
92,8038892.200139625
93,34335639.81268595
94,37473013.278893985
95,18041935.881030332
96,21808802.94150871
97,10891387.7140641
98,14591593.492345491
99,17761741.891590267
100,13258667.627953729
101,21664396.602633152
102,15848302.989350338
103,10343307.960988207
104,17297910.145195033
105,9790193.674724337
106,9602219.014604164
107,29875481.328653425
108,13069230.207440913
109,15312397.19393108
110,14368281.272006866
111,4469407.172664943
112,21861441.398248143
113,12925061.635262337
114,19248378.709284957
115,13990002.739215754
116,11837319.590298465
117,19683884.724343494
118,10932215.381433113
119,15216805.659482783
120,12370493.78755747
121,33199560.92467609
122,21963284.13431836
123,15607317.863662308
124,20453174.142191533
125,11461334.613926454
126,19913675.128855124
127,25405903.587289482
128,22528635.24503406
129,-2768739.062816704
130,22013853.335055165
131,23603402.53539152
132,26977536.604151748
133,-2157324.3182739574
134,29774187.574783012
135,24258879.754360694
136,18080926.82341948
137,10154081.737445524
138,11697112.057137765
139,-11274468.40000049
140,18332238.777738184
141,20100406.98083009
142,5280090.655723019
143,40033306.70074905
144,1221995.5787789014
145,6944340.1050472185
146,21328058.005475514
147,33418234.839667026
148,14540101.875239756
149,12641927.053310368
150,5353442.154213216
151,14976139.436279211
152,29677925.62174707
153,14520497.467353825
154,6632449.900924669
155,15506385.644855741
156,17251017.579368208
157,-4345702.188223099
158,19716826.257549707
159,18525442.54812234
160,24503320.344767913
161,13934696.64375109
162,12688863.694429899
163,12424511.068480669
164,15500838.203609835
165,17135421.362690978
