Time (s),Average Resistance (Ohms)
0,31564685.866342507
1,31750100.516652476
2,30361343.628146112
3,30019220.962180782
4,29372212.573787335
5,31210724.131781816
6,27466084.773956817
7,27867390.00893338
8,27072703.346643973
9,29378412.178066947
10,29499621.499488175
11,31184856.665954307
12,29431897.60449928
13,27283570.81066873
14,28371052.53443361
15,28457191.145772345
16,29183739.026581906
17,28601656.1641951
18,28014852.61033827
19,27721864.99949024
20,28087999.522472896
21,26822988.436959364
22,29620372.608370315
23,29528685.664441723
24,26685761.45779864
25,30863934.773564696
26,24758917.771994498
27,26780408.96888488
28,26408172.36576231
29,25758201.56550803
30,26081957.926105853
31,27264345.12622607
32,27276640.870999403
33,29427892.716115862
34,27067777.45375941
35,30203359.34774652
36,30031832.036525123
37,30657570.596343827
38,24066584.551415127
39,24201526.233557545
40,23207384.71910131
41,25668118.1661297
42,25263555.964697942
43,27570015.591246538
44,26493292.103511944
45,25888775.628543817
46,24134434.829248358
47,24008959.95803567
48,22862485.854284555
49,24136666.353351552
50,24772658.832763653
51,29433566.632506322
52,26972860.978742503
53,26906697.815126624
54,28736171.023477986
55,25852665.493071668
56,25649718.639120024
57,26745413.89613269
58,26603144.97336796
59,27111725.302380778
60,25049701.280322485
61,26277165.905851036
62,26491342.10170522
63,28719554.862535167
64,26263605.28019723
65,24352049.836870253
66,25297929.3123693
67,25646614.74831358
68,28126547.21262734
69,29420063.35498088
70,23950512.645113755
71,24390002.520718485
72,23715623.70693132
73,23995084.340719573
74,26328279.096542485
75,27185784.481954843
76,26720819.90451757
77,31416954.044391084
78,27359098.237649966
79,25827000.953564815
80,22444068.71426776
81,22555772.029084664
82,24832548.98126133
83,25199985.385714114
84,27132437.184273016
85,28615275.48270155
86,26289893.753476784
87,26010500.197509877
88,24976433.497395698
89,25768482.598143704
90,23539875.974044494
91,26672702.5604186
92,26416934.14582544
93,21575470.546525646
94,22828360.285265286
95,24932239.455809664
96,24357215.581447937
97,24154698.86545905
98,24610741.863884557
99,23367990.096960843
100,26700840.23952563
101,26020701.15115187
102,29824929.076452784
103,28157992.143064115
104,27617420.336978562
105,24069799.010011874
106,27796390.386742014
107,26262069.350252848
108,25388574.9172334
109,23800567.51458065
110,25390757.042124204
111,23386536.167853273
112,26516204.344668075
113,27423953.22540532
114,24568589.199004523
115,23086008.460164446
116,24945671.498320885
117,23981464.790013753
118,25512540.26155781
119,24132286.40810056
120,25931600.405527204
121,22849369.99212148
122,27089557.0929452
123,25669964.099328697
124,25315105.17854446
125,23657679.339766987
126,25059511.37217031
127,22306042.881241124
128,25476288.277699377
129,30421780.130036853
130,26068479.1563883
131,26056264.727836926
132,24806102.71663177
133,26875866.708353482
134,27301489.78600235
135,27197873.731123146
136,23596773.188131116
137,23761786.703946296
138,22925128.264571253
139,24152860.92008456
140,23826711.38036091
141,23888917.697395954
142,23691022.71899144
143,26089707.967159037
144,25524916.24955013
145,27093442.23599533
146,23311288.072930522
147,24354688.2312713
148,23320002.13149275
149,28320989.6483632
150,24123837.162233844
151,26242467.613596063
152,24681609.173618007
153,25129708.18668511
154,25828685.338610414
155,29133876.438113894
156,26752610.90451039
157,25888873.75020183
158,26053671.56918333
159,26279714.60232084
160,28397689.756913755
161,23922164.551925022
162,27571054.181498967
163,27409503.141699415
164,28667772.33993129
165,26683133.928096168
166,27025204.10774088
167,27117510.521582082
168,26206923.37439187
169,26062772.010353606
170,23654587.544504546
171,26005072.380045198
172,23183548.193817567
173,27032945.285956644
174,26455026.4527926
175,22719291.19846705
176,24212788.786223177
177,23172351.345349472
178,24841435.624214582
179,24087214.814200796
180,30210999.603458807
181,24730049.10788842
182,24861637.857706394
183,22948336.33088066
184,26117969.241995025
185,23672015.90645856
186,27577252.546365168
187,27490581.15933355
188,28949548.66180758
189,27813526.349409
190,26427835.233374555
191,26220711.203264933
192,29338455.415182807
193,26755499.514266707
194,25416228.756719556
195,31801706.060054056
196,28327457.224685013
197,28536188.04888745
198,26569557.92333504
199,24413054.938004486
200,22961716.74649758
201,25198310.892003585
202,22271529.06610604
203,23664936.406853348
204,25562698.27188303
205,30402911.032935522
206,24998390.658320718
207,23138952.244928803
208,23369549.289940324
209,23288479.7246486
210,23654302.969284732
211,24918358.148481734
212,23307854.08246926
213,25835490.293645054
214,31663726.00212486
215,28660682.928936638
216,28083836.028277483
217,25813405.55262067
218,22732995.762771927
219,29306954.929512553
220,26945436.613986753
221,27547687.818407662
222,26415028.801278133
223,27415905.679163024
224,24190758.982729103
225,28711683.661015347
226,26991224.71072711
227,32335158.5287042
228,27866070.39049683
229,26114839.37445262
230,23716528.241514325
231,28910332.760158043
232,27255825.93203534
233,26196700.06828839
234,23953687.06513865
235,25195274.09818834
236,22384820.354446996
237,23341993.61123489
238,22549840.229827065
239,22850817.555575814
240,24935783.84449516
241,23406159.06396454
242,24233116.349904984
243,25725231.283620305
244,23965836.88271523
245,26547939.83371272
246,28347824.834440053
247,26497170.952115152
248,26097860.482955463
249,23798746.379456647
250,27994734.70904418
251,25263131.362960566
252,28329585.050922714
253,25314651.75411588
254,23321579.57074943
255,27022957.461814813
256,26809017.083921682
257,26867623.32011091
258,27352278.06851128
259,25433349.695062444
260,25427119.08912128
261,27417905.393873163
262,26791944.242903057
263,27237534.559543986
264,24805851.624405336
265,23002440.15893403
266,21262858.30401566
267,23151297.29650181
268,23834820.66309056
