Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0002"
"0.0200","0.0000","-0.0001"
"0.0400","0.0000","-0.0001"
"0.0600","0.0000","0.0000"
"0.0800","0.0000","-0.0001"
"0.1000","0.0000","-0.0002"
"0.1200","0.0000","-0.0001"
"0.1400","0.0001","-0.0001"
"0.1600","0.0001","0.0000"
"0.1800","0.0001","0.0001"
"0.2000","0.0001","0.0002"
"0.2200","0.0002","0.0002"
"0.2400","0.0002","0.0002"
"0.2600","0.0003","0.0001"
"0.2800","0.0003","0.0002"
"0.3000","0.0004","0.0003"
"0.3200","0.0005","0.0005"
"0.3400","0.0007","0.0007"
"0.3600","0.0008","0.0009"
"0.3800","0.0011","0.0011"
"0.4000","0.0013","0.0015"
"0.4200","0.0016","0.0018"
"0.4400","0.0019","0.0022"
"0.4600","0.0023","0.0026"
"0.4800","0.0028","0.0030"
"0.5000","0.0033","0.0035"
"0.5200","0.0040","0.0041"
"0.5400","0.0047","0.0048"
"0.5600","0.0055","0.0056"
"0.5800","0.0063","0.0063"
"0.6000","0.0072","0.0071"
"0.6200","0.0080","0.0077"
"0.6400","0.0088","0.0084"
"0.6600","0.0096","0.0090"
"0.6800","0.0105","0.0097"
"0.7000","0.0115","0.0106"
"0.7200","0.0127","0.0117"
"0.7400","0.0140","0.0128"
"0.7600","0.0153","0.0140"
"0.7800","0.0168","0.0153"
"0.8000","0.0182","0.0167"
"0.8200","0.0198","0.0182"
"0.8400","0.0215","0.0196"
"0.8600","0.0232","0.0213"
"0.8800","0.0250","0.0229"
"0.9000","0.0268","0.0245"
"0.9200","0.0287","0.0263"
"0.9400","0.0305","0.0281"
"0.9600","0.0324","0.0299"
"0.9800","0.0342","0.0315"
"1.0000","0.0360","0.0333"
"1.0200","0.0379","0.0351"
"1.0400","0.0396","0.0368"
"1.0600","0.0412","0.0383"
"1.0800","0.0428","0.0397"
"1.1000","0.0443","0.0414"
"1.1200","0.0459","0.0433"
"1.1400","0.0476","0.0451"
"1.1600","0.0492","0.0468"
"1.1800","0.0507","0.0485"
"1.2000","0.0522","0.0501"
"1.2200","0.0537","0.0517"
"1.2400","0.0551","0.0534"
"1.2600","0.0565","0.0552"
"1.2800","0.0579","0.0568"
"1.3000","0.0592","0.0583"
"1.3200","0.0604","0.0596"
"1.3400","0.0616","0.0611"
"1.3600","0.0627","0.0626"
"1.3800","0.0638","0.0641"
"1.4000","0.0649","0.0655"
"1.4200","0.0659","0.0670"
"1.4400","0.0670","0.0684"
"1.4600","0.0680","0.0696"
"1.4800","0.0689","0.0708"
"1.5000","0.0698","0.0718"
"1.5200","0.0706","0.0728"
"1.5400","0.0714","0.0739"
"1.5600","0.0721","0.0751"
"1.5800","0.0729","0.0762"
"1.6000","0.0737","0.0774"
"1.6200","0.0744","0.0788"
"1.6400","0.0753","0.0803"
"1.6600","0.0761","0.0818"
"1.6800","0.0769","0.0833"
"1.7000","0.0778","0.0847"
"1.7200","0.0785","0.0858"
"1.7400","0.0792","0.0867"
"1.7600","0.0798","0.0875"
"1.7800","0.0804","0.0885"
"1.8000","0.0811","0.0897"
"1.8200","0.0817","0.0911"
"1.8400","0.0824","0.0925"
"1.8600","0.0830","0.0939"
"1.8800","0.0837","0.0953"
"1.9000","0.0844","0.0967"
"1.9200","0.0850","0.0980"
"1.9400","0.0856","0.0993"
"1.9600","0.0862","0.1003"
"1.9800","0.0867","0.1012"
"2.0000","0.0872","0.1021"
"2.0200","0.0877","0.1028"
"2.0400","0.0881","0.1036"
"2.0600","0.0886","0.1045"
"2.0800","0.0889","0.1053"
"2.1000","0.0893","0.1059"
"2.1200","0.0897","0.1066"
"2.1400","0.0900","0.1074"
"2.1600","0.0904","0.1084"
"2.1800","0.0909","0.1094"
"2.2000","0.0913","0.1106"
"2.2200","0.0918","0.1121"
"2.2400","0.0923","0.1135"
"2.2600","0.0928","0.1146"
"2.2800","0.0933","0.1156"
"2.3000","0.0937","0.1166"
"2.3200","0.0940","0.1176"
"2.3400","0.0944","0.1185"
"2.3600","0.0948","0.1195"
"2.3800","0.0952","0.1203"
"2.4000","0.0955","0.1210"
"2.4200","0.0958","0.1217"
"2.4400","0.0961","0.1222"
"2.4600","0.0964","0.1227"
"2.4800","0.0968","0.1234"
"2.5000","0.0971","0.1242"
"2.5200","0.0974","0.1252"
"2.5400","0.0977","0.1261"
"2.5600","0.0981","0.1271"
"2.5800","0.0984","0.1280"
"2.6000","0.0987","0.1289"
"2.6200","0.0990","0.1297"
"2.6400","0.0993","0.1305"
"2.6600","0.0996","0.1312"
"2.6800","0.0999","0.1319"
"2.7000","0.1002","0.1327"
"2.7200","0.1006","0.1338"
"2.7400","0.1009","0.1349"
"2.7600","0.1013","0.1361"
"2.7800","0.1016","0.1372"
"2.8000","0.1020","0.1385"
"2.8200","0.1023","0.1395"
"2.8400","0.1026","0.1404"
"2.8600","0.1029","0.1409"
"2.8800","0.1031","0.1415"
"2.9000","0.1034","0.1421"
"2.9200","0.1037","0.1427"
"2.9400","0.1040","0.1435"
"2.9600","0.1043","0.1443"
"2.9800","0.1046","0.1453"
"3.0000","0.1049","0.1464"
"3.0200","0.1052","0.1475"
"3.0400","0.1055","0.1485"
"3.0600","0.1058","0.1495"
"3.0800","0.1061","0.1506"
"3.1000","0.1064","0.1518"
"3.1200","0.1067","0.1528"
"3.1400","0.1071","0.1540"
"3.1600","0.1074","0.1553"
"3.1800","0.1078","0.1566"
"3.2000","0.1082","0.1579"
"3.2200","0.1086","0.1592"
"3.2400","0.1089","0.1604"
"3.2600","0.1093","0.1614"
"3.2800","0.1096","0.1624"
"3.3000","0.1099","0.1635"
"3.3200","0.1102","0.1644"
"3.3400","0.1105","0.1654"
"3.3600","0.1108","0.1665"
"3.3800","0.1111","0.1677"
"3.4000","0.1114","0.1687"
"3.4200","0.1118","0.1697"
"3.4400","0.1121","0.1707"
"3.4600","0.1124","0.1717"
"3.4800","0.1127","0.1726"
"3.5000","0.1130","0.1734"
"3.5200","0.1132","0.1741"
"3.5400","0.1135","0.1749"
"3.5600","0.1137","0.1757"
"3.5800","0.1140","0.1766"
"3.6000","0.1142","0.1775"
"3.6200","0.1145","0.1785"
"3.6400","0.1148","0.1794"
"3.6600","0.1151","0.1805"
"3.6800","0.1154","0.1817"
"3.7000","0.1157","0.1829"
"3.7200","0.1160","0.1841"
"3.7400","0.1163","0.1853"
"3.7600","0.1166","0.1865"
"3.7800","0.1169","0.1879"
"3.8000","0.1172","0.1890"
"3.8200","0.1175","0.1902"
"3.8400","0.1178","0.1912"
"3.8600","0.1181","0.1921"
"3.8800","0.1184","0.1931"
"3.9000","0.1187","0.1938"
"3.9200","0.1189","0.1945"
"3.9400","0.1192","0.1952"
"3.9600","0.1194","0.1959"
"3.9800","0.1197","0.1966"
"4.0000","0.1199","0.1975"
"4.0200","0.1201","0.1983"
"4.0400","0.1204","0.1992"
"4.0600","0.1206","0.2001"
"4.0800","0.1208","0.2010"
"4.1000","0.1211","0.2019"
"4.1200","0.1213","0.2029"
"4.1400","0.1216","0.2039"
"4.1600","0.1219","0.2049"
"4.1800","0.1222","0.2060"
"4.2000","0.1224","0.2071"
"4.2200","0.1227","0.2083"
"4.2400","0.1229","0.2093"
"4.2600","0.1232","0.2102"
"4.2800","0.1234","0.2111"
"4.3000","0.1237","0.2122"
"4.3200","0.1240","0.2135"
"4.3400","0.1242","0.2148"
"4.3600","0.1245","0.2161"
"4.3800","0.1249","0.2174"
"4.4000","0.1252","0.2188"
"4.4200","0.1255","0.2201"
"4.4400","0.1258","0.2214"
"4.4600","0.1261","0.2225"
"4.4800","0.1264","0.2236"
"4.5000","0.1266","0.2247"
"4.5200","0.1269","0.2259"
"4.5400","0.1272","0.2271"
"4.5600","0.1274","0.2280"
"4.5800","0.1277","0.2288"
"4.6000","0.1279","0.2296"
"4.6200","0.1282","0.2305"
"4.6400","0.1284","0.2312"
"4.6600","0.1287","0.2320"
"4.6800","0.1289","0.2327"
"4.7000","0.1291","0.2335"
"4.7200","0.1293","0.2343"
"4.7400","0.1295","0.2349"
"4.7600","0.1297","0.2357"
"4.7800","0.1299","0.2365"
"4.8000","0.1301","0.2373"
"4.8200","0.1303","0.2381"
"4.8400","0.1306","0.2391"
"4.8600","0.1308","0.2400"
"4.8800","0.1311","0.2411"
"4.9000","0.1313","0.2423"
"4.9200","0.1316","0.2435"
"4.9400","0.1318","0.2447"
"4.9600","0.1321","0.2460"
"4.9800","0.1323","0.2472"
"5.0000","0.1326","0.2482"
"5.0200","0.1328","0.2490"
"5.0400","0.1330","0.2499"
"5.0600","0.1332","0.2507"
"5.0800","0.1335","0.2516"
"5.1000","0.1337","0.2525"
"5.1200","0.1339","0.2535"
"5.1400","0.1342","0.2546"
"5.1600","0.1344","0.2559"
"5.1800","0.1347","0.2573"
"5.2000","0.1350","0.2587"
"5.2200","0.1352","0.2599"
"5.2400","0.1355","0.2610"
"5.2600","0.1357","0.2621"
"5.2800","0.1360","0.2633"
"5.3000","0.1362","0.2643"
"5.3200","0.1365","0.2652"
"5.3400","0.1367","0.2663"
"5.3600","0.1370","0.2674"
"5.3800","0.1372","0.2685"
"5.4000","0.1375","0.2695"
"5.4200","0.1377","0.2706"
"5.4400","0.1380","0.2718"
"5.4600","0.1382","0.2730"
"5.4800","0.1384","0.2741"
"5.5000","0.1387","0.2750"
"5.5200","0.1389","0.2759"
"5.5400","0.1391","0.2768"
"5.5600","0.1393","0.2775"
"5.5800","0.1395","0.2782"
"5.6000","0.1397","0.2790"
"5.6200","0.1400","0.2797"
"5.6400","0.1402","0.2807"
"5.6600","0.1404","0.2817"
"5.6800","0.1406","0.2827"
"5.7000","0.1408","0.2838"
"5.7200","0.1411","0.2850"
"5.7400","0.1413","0.2860"
"5.7600","0.1415","0.2870"
"5.7800","0.1417","0.2881"
"5.8000","0.1420","0.2892"
"5.8200","0.1422","0.2902"
"5.8400","0.1424","0.2913"
"5.8600","0.1427","0.2922"
"5.8800","0.1429","0.2930"
"5.9000","0.1431","0.2939"
"5.9200","0.1433","0.2948"
"5.9400","0.1435","0.2958"
"5.9600","0.1437","0.2968"
"5.9800","0.1439","0.2978"
"6.0000","0.1442","0.2989"
"6.0200","0.1444","0.3002"
"6.0400","0.1446","0.3013"
"6.0600","0.1448","0.3023"
"6.0800","0.1451","0.3035"
"6.1000","0.1453","0.3046"
"6.1200","0.1456","0.3057"
"6.1400","0.1458","0.3068"
"6.1600","0.1460","0.3080"
"6.1800","0.1462","0.3090"
"6.2000","0.1465","0.3100"
"6.2200","0.1467","0.3111"
"6.2400","0.1469","0.3123"
"6.2600","0.1471","0.3133"
"6.2800","0.1474","0.3144"
"6.3000","0.1476","0.3154"
"6.3200","0.1478","0.3164"
"6.3400","0.1480","0.3173"
"6.3600","0.1483","0.3182"
"6.3800","0.1485","0.3191"
"6.4000","0.1487","0.3201"
"6.4200","0.1489","0.3209"
"6.4400","0.1491","0.3215"
"6.4600","0.1492","0.3221"
"6.4800","0.1494","0.3227"
"6.5000","0.1496","0.3234"
"6.5200","0.1497","0.3241"
"6.5400","0.1499","0.3247"
"6.5600","0.1501","0.3253"
"6.5800","0.1503","0.3259"
"6.6000","0.1505","0.3267"
"6.6200","0.1507","0.3277"
"6.6400","0.1509","0.3288"
"6.6600","0.1511","0.3299"
"6.6800","0.1513","0.3312"
"6.7000","0.1515","0.3324"
"6.7200","0.1517","0.3336"
"6.7400","0.1519","0.3347"
"6.7600","0.1521","0.3358"
"6.7800","0.1523","0.3369"
"6.8000","0.1525","0.3379"
"6.8200","0.1528","0.3387"
"6.8400","0.1530","0.3395"
"6.8600","0.1532","0.3404"
"6.8800","0.1534","0.3414"
"6.9000","0.1536","0.3424"
"6.9200","0.1538","0.3435"
"6.9400","0.1540","0.3445"
"6.9600","0.1542","0.3457"
"6.9800","0.1544","0.3471"
"7.0000","0.1546","0.3484"
"7.0200","0.1549","0.3496"
"7.0400","0.1551","0.3508"
"7.0600","0.1554","0.3521"
"7.0800","0.1556","0.3533"
"7.1000","0.1558","0.3544"
"7.1200","0.1560","0.3553"
"7.1400","0.1563","0.3564"
"7.1600","0.1565","0.3575"
"7.1800","0.1567","0.3585"
"7.2000","0.1569","0.3594"
"7.2200","0.1571","0.3604"
"7.2400","0.1573","0.3614"
"7.2600","0.1575","0.3623"
"7.2800","0.1577","0.3631"
"7.3000","0.1579","0.3638"
"7.3200","0.1581","0.3645"
"7.3400","0.1583","0.3655"
"7.3600","0.1585","0.3663"
"7.3800","0.1587","0.3669"
"7.4000","0.1589","0.3676"
"7.4200","0.1590","0.3682"
"7.4400","0.1592","0.3689"
"7.4600","0.1593","0.3695"
"7.4800","0.1595","0.3700"
"7.5000","0.1597","0.3705"
"7.5200","0.1598","0.3713"
"7.5400","0.1600","0.3720"
"7.5600","0.1602","0.3727"
"7.5800","0.1603","0.3736"
"7.6000","0.1605","0.3747"
"7.6200","0.1607","0.3758"
"7.6400","0.1609","0.3769"
"7.6600","0.1611","0.3780"
"7.6800","0.1613","0.3791"
"7.7000","0.1615","0.3803"
"7.7200","0.1617","0.3816"
"7.7400","0.1619","0.3828"
"7.7600","0.1622","0.3839"
"7.7800","0.1624","0.3853"
"7.8000","0.1626","0.3865"
"7.8200","0.1628","0.3877"
"7.8400","0.1631","0.3887"
"7.8600","0.1633","0.3898"
"7.8800","0.1635","0.3910"
"7.9000","0.1637","0.3923"
"7.9200","0.1639","0.3936"
"7.9400","0.1642","0.3949"
"7.9600","0.1644","0.3962"
"7.9800","0.1647","0.3977"
"8.0000","0.1649","0.3991"
"8.0140","0.1651","0.4000"
"8.0150","0.1651","0.4001"
"8.0160","0.1651","0.4002"
"8.0360","0.1653","0.4013"
"8.0560","0.1655","0.4017"
"8.0760","0.1656","0.4010"
"8.0960","0.1657","0.3998"
"8.1160","0.1657","0.3985"
"8.1360","0.1657","0.3972"
"8.1560","0.1657","0.3960"
"8.1760","0.1657","0.3950"
"8.1960","0.1657","0.3940"
"8.2160","0.1657","0.3930"
"8.2360","0.1657","0.3920"
"8.2560","0.1657","0.3909"
"8.2760","0.1657","0.3900"
"8.2960","0.1657","0.3892"
"8.3160","0.1656","0.3884"
"8.3360","0.1656","0.3877"
"8.3560","0.1656","0.3870"
"8.3760","0.1656","0.3866"
"8.3960","0.1656","0.3863"
"8.4160","0.1656","0.3857"
"8.4360","0.1656","0.3850"
"8.4560","0.1656","0.3844"
"8.4760","0.1656","0.3838"
"8.4960","0.1656","0.3832"
"8.5160","0.1656","0.3826"
"8.5360","0.1656","0.3819"
"8.5560","0.1656","0.3814"
"8.5760","0.1656","0.3811"
"8.5960","0.1656","0.3807"
"8.6160","0.1656","0.3803"
"8.6360","0.1656","0.3800"
"8.6560","0.1656","0.3797"
"8.6760","0.1656","0.3793"
"8.6960","0.1656","0.3788"
"8.7160","0.1656","0.3782"
"8.7360","0.1656","0.3777"
"8.7560","0.1656","0.3773"
"8.7760","0.1656","0.3768"
"8.7960","0.1655","0.3765"
"8.8160","0.1655","0.3761"
"8.8360","0.1655","0.3759"
"8.8560","0.1655","0.3757"
"8.8760","0.1655","0.3755"
"8.8960","0.1655","0.3751"
"8.9160","0.1655","0.3748"
"8.9360","0.1655","0.3745"
"8.9560","0.1655","0.3741"
"8.9760","0.1655","0.3737"
"8.9960","0.1655","0.3732"
"9.0160","0.1655","0.3728"
"9.0360","0.1655","0.3726"
"9.0560","0.1655","0.3724"
"9.0760","0.1655","0.3721"
"9.0960","0.1655","0.3718"
"9.1160","0.1655","0.3716"
"9.1360","0.1655","0.3714"
"9.1560","0.1655","0.3712"
"9.1760","0.1655","0.3709"
"9.1960","0.1655","0.3706"
"9.2160","0.1655","0.3702"
"9.2360","0.1655","0.3699"
"9.2560","0.1655","0.3696"
"9.2760","0.1655","0.3693"
"9.2960","0.1655","0.3690"
"9.3160","0.1655","0.3688"
"9.3360","0.1655","0.3686"
"9.3560","0.1655","0.3685"
"9.3760","0.1655","0.3684"
"9.3960","0.1654","0.3681"
"9.4160","0.1654","0.3679"
"9.4360","0.1654","0.3676"
"9.4560","0.1654","0.3673"
"9.4760","0.1654","0.3670"
"9.4960","0.1654","0.3667"
"9.5160","0.1654","0.3665"
"9.5360","0.1654","0.3663"
"9.5560","0.1654","0.3661"
"9.5760","0.1654","0.3659"
"9.5960","0.1654","0.3658"
"9.6160","0.1654","0.3658"
"9.6360","0.1654","0.3657"
"9.6560","0.1654","0.3654"
"9.6760","0.1654","0.3652"
"9.6960","0.1654","0.3648"
"9.7160","0.1654","0.3645"
"9.7360","0.1654","0.3643"
"9.7560","0.1654","0.3641"
"9.7760","0.1654","0.3639"
"9.7960","0.1654","0.3637"
"9.8160","0.1654","0.3636"
"9.8360","0.1654","0.3634"
"9.8560","0.1654","0.3634"
"9.8760","0.1654","0.3633"
"9.8960","0.1654","0.3632"
"9.9160","0.1654","0.3629"
"9.9360","0.1654","0.3627"
"9.9560","0.1654","0.3624"
"9.9760","0.1654","0.3620"
"9.9960","0.1654","0.3618"
"10.0160","0.1654","0.3616"
"10.0360","0.1654","0.3615"
"10.0560","0.1654","0.3616"
"10.0760","0.1654","0.3616"
"10.0960","0.1654","0.3614"
"10.1160","0.1654","0.3612"
"10.1360","0.1654","0.3610"
"10.1560","0.1654","0.3608"
"10.1760","0.1654","0.3606"
"10.1960","0.1654","0.3603"
"10.2160","0.1654","0.3600"
"10.2360","0.1654","0.3599"
"10.2560","0.1654","0.3599"
"10.2760","0.1654","0.3598"
"10.2960","0.1654","0.3597"
"10.3160","0.1654","0.3596"
"10.3360","0.1654","0.3595"
"10.3560","0.1654","0.3593"
"10.3760","0.1654","0.3592"
"10.3960","0.1654","0.3590"
"10.4160","0.1654","0.3588"
"10.4360","0.1654","0.3586"
"10.4560","0.1654","0.3584"
"10.4760","0.1654","0.3582"
"10.4960","0.1654","0.3581"
"10.5160","0.1654","0.3580"
"10.5360","0.1654","0.3579"
"10.5560","0.1654","0.3578"
"10.5760","0.1654","0.3577"
"10.5960","0.1654","0.3575"
"10.6160","0.1654","0.3575"
"10.6360","0.1654","0.3574"
"10.6560","0.1654","0.3572"
"10.6760","0.1654","0.3571"
"10.6960","0.1654","0.3568"
"10.7160","0.1654","0.3565"
"10.7360","0.1654","0.3565"
"10.7560","0.1654","0.3564"
"10.7760","0.1654","0.3563"
"10.7960","0.1654","0.3561"
"10.8160","0.1654","0.3562"
"10.8360","0.1654","0.3561"
"10.8560","0.1654","0.3560"
"10.8760","0.1654","0.3559"
"10.8960","0.1654","0.3557"
"10.9160","0.1654","0.3555"
"10.9360","0.1654","0.3553"
"10.9560","0.1654","0.3552"
"10.9760","0.1654","0.3550"
"10.9960","0.1654","0.3550"
"11.0160","0.1654","0.3549"
"11.0360","0.1654","0.3549"
"11.0560","0.1654","0.3548"
"11.0760","0.1654","0.3547"
"11.0960","0.1654","0.3546"
"11.1160","0.1654","0.3545"
"11.1360","0.1654","0.3543"
"11.1560","0.1654","0.3541"
"11.1760","0.1654","0.3539"
"11.1960","0.1654","0.3538"
"11.2160","0.1654","0.3537"
"11.2360","0.1654","0.3536"
"11.2560","0.1654","0.3535"
"11.2760","0.1654","0.3535"
"11.2960","0.1654","0.3535"
"11.3160","0.1654","0.3534"
"11.3360","0.1654","0.3533"
"11.3560","0.1654","0.3532"
"11.3760","0.1654","0.3530"
"11.3960","0.1654","0.3527"
"11.4160","0.1654","0.3525"
"11.4360","0.1654","0.3523"
"11.4560","0.1654","0.3523"
"11.4760","0.1654","0.3523"
"11.4960","0.1654","0.3523"
"11.5160","0.1654","0.3523"
"11.5360","0.1654","0.3522"
"11.5560","0.1654","0.3522"
"11.5760","0.1654","0.3521"
"11.5960","0.1654","0.3520"
"11.6160","0.1654","0.3518"
"11.6360","0.1654","0.3516"
"11.6560","0.1654","0.3514"
"11.6760","0.1654","0.3512"
"11.6960","0.1654","0.3512"
"11.7160","0.1654","0.3512"
"11.7360","0.1654","0.3511"
"11.7560","0.1654","0.3511"
"11.7760","0.1654","0.3511"
"11.7960","0.1654","0.3510"
"11.8160","0.1654","0.3509"
"11.8360","0.1654","0.3508"
"11.8560","0.1654","0.3507"
"11.8760","0.1654","0.3506"
"11.8960","0.1654","0.3504"
"11.9160","0.1654","0.3503"
"11.9360","0.1654","0.3501"
"11.9560","0.1654","0.3500"
"11.9760","0.1654","0.3500"
"11.9960","0.1654","0.3500"
"12.0160","0.1654","0.3499"
"12.0360","0.1654","0.3499"
"12.0560","0.1654","0.3498"
"12.0760","0.1654","0.3496"
"12.0960","0.1654","0.3495"
"12.1160","0.1654","0.3494"
"12.1360","0.1654","0.3492"
"12.1560","0.1654","0.3492"
"12.1760","0.1654","0.3491"
"12.1960","0.1654","0.3490"
"12.2160","0.1654","0.3489"
"12.2360","0.1654","0.3489"
"12.2560","0.1654","0.3488"
"12.2760","0.1654","0.3488"
"12.2960","0.1654","0.3488"
"12.3160","0.1654","0.3487"
"12.3360","0.1654","0.3485"
"12.3560","0.1654","0.3483"
"12.3760","0.1654","0.3482"
"12.3960","0.1654","0.3482"
"12.4160","0.1654","0.3481"
"12.4360","0.1654","0.3480"
"12.4560","0.1654","0.3478"
"12.4760","0.1654","0.3478"
"12.4960","0.1654","0.3478"
"12.5160","0.1654","0.3478"
"12.5360","0.1654","0.3477"
"12.5560","0.1654","0.3477"
"12.5760","0.1654","0.3475"
"12.5960","0.1654","0.3474"
"12.6160","0.1654","0.3472"
"12.6360","0.1654","0.3471"
"12.6560","0.1654","0.3471"
"12.6760","0.1654","0.3470"
"12.6960","0.1654","0.3469"
"12.7160","0.1654","0.3470"
"12.7360","0.1654","0.3469"
"12.7560","0.1654","0.3469"
"12.7760","0.1654","0.3468"
"12.7960","0.1654","0.3467"
"12.8160","0.1654","0.3466"
"12.8360","0.1654","0.3464"
"12.8560","0.1654","0.3463"
"12.8760","0.1654","0.3463"
"12.8960","0.1654","0.3461"
"12.9160","0.1654","0.3460"
"12.9360","0.1654","0.3461"
"12.9560","0.1654","0.3460"
"12.9760","0.1654","0.3460"
"12.9960","0.1654","0.3459"
"13.0160","0.1654","0.3458"
"13.0360","0.1654","0.3457"
"13.0560","0.1654","0.3457"
"13.0760","0.1654","0.3456"
"13.0960","0.1654","0.3454"
"13.1160","0.1654","0.3453"
"13.1360","0.1654","0.3453"
"13.1560","0.1654","0.3453"
"13.1760","0.1654","0.3452"
"13.1960","0.1654","0.3451"
"13.2160","0.1654","0.3450"
"13.2360","0.1654","0.3450"
"13.2560","0.1654","0.3451"
"13.2760","0.1654","0.3450"
"13.2960","0.1654","0.3448"
"13.3160","0.1654","0.3447"
"13.3360","0.1654","0.3446"
"13.3560","0.1654","0.3444"
"13.3760","0.1654","0.3443"
"13.3960","0.1654","0.3443"
"13.4160","0.1654","0.3444"
"13.4360","0.1654","0.3444"
"13.4560","0.1654","0.3443"
"13.4760","0.1654","0.3442"
"13.4960","0.1654","0.3440"
"13.5160","0.1654","0.3440"
"13.5360","0.1654","0.3439"
"13.5560","0.1654","0.3438"
"13.5760","0.1654","0.3437"
"13.5960","0.1654","0.3436"
"13.6160","0.1654","0.3435"
"13.6360","0.1654","0.3435"
"13.6560","0.1654","0.3435"
"13.6760","0.1654","0.3435"
"13.6960","0.1654","0.3435"
"13.7160","0.1654","0.3434"
"13.7360","0.1654","0.3433"
"13.7560","0.1654","0.3431"
"13.7760","0.1654","0.3431"
"13.7960","0.1654","0.3431"
"13.8160","0.1654","0.3430"
"13.8360","0.1654","0.3429"
"13.8560","0.1654","0.3428"
"13.8760","0.1654","0.3427"
"13.8960","0.1654","0.3426"
"13.9160","0.1654","0.3426"
"13.9360","0.1654","0.3425"
"13.9560","0.1654","0.3425"
"13.9760","0.1654","0.3425"
"13.9960","0.1654","0.3425"
"14.0160","0.1654","0.3423"
"14.0360","0.1654","0.3422"
"14.0560","0.1654","0.3421"
"14.0760","0.1654","0.3421"
"14.0960","0.1654","0.3420"
"14.1160","0.1654","0.3420"
"14.1360","0.1654","0.3420"
"14.1560","0.1654","0.3419"
"14.1760","0.1654","0.3419"
"14.1960","0.1654","0.3418"
"14.2160","0.1654","0.3417"
"14.2360","0.1654","0.3417"
"14.2560","0.1654","0.3416"
"14.2760","0.1654","0.3415"
"14.2960","0.1654","0.3415"
"14.3160","0.1654","0.3413"
"14.3360","0.1654","0.3413"
"14.3560","0.1654","0.3412"
"14.3760","0.1654","0.3412"
"14.3960","0.1654","0.3412"
"14.4160","0.1654","0.3412"
"14.4360","0.1654","0.3412"
"14.4560","0.1654","0.3411"
"14.4760","0.1654","0.3410"
"14.4960","0.1654","0.3408"
"14.5160","0.1654","0.3408"
"14.5360","0.1654","0.3406"
"14.5560","0.1654","0.3406"
"14.5760","0.1654","0.3406"
"14.5960","0.1654","0.3406"
"14.6160","0.1654","0.3406"
"14.6360","0.1654","0.3405"
"14.6560","0.1654","0.3405"
"14.6760","0.1654","0.3405"
"14.6960","0.1654","0.3404"
"14.7160","0.1654","0.3404"
"14.7360","0.1654","0.3402"
"14.7560","0.1654","0.3401"
"14.7760","0.1654","0.3399"
"14.7960","0.1654","0.3399"
"14.8160","0.1654","0.3398"
"14.8360","0.1654","0.3399"
"14.8560","0.1654","0.3399"
"14.8760","0.1654","0.3398"
"14.8960","0.1654","0.3398"
