Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0005"
"0.0200","0.0000","-0.0005"
"0.0400","0.0000","-0.0005"
"0.0600","0.0000","-0.0006"
"0.0800","0.0000","-0.0006"
"0.1000","0.0000","-0.0006"
"0.1200","0.0001","-0.0006"
"0.1400","0.0001","-0.0007"
"0.1600","0.0001","-0.0006"
"0.1800","0.0001","-0.0006"
"0.2000","0.0001","-0.0006"
"0.2200","0.0001","-0.0006"
"0.2400","0.0001","-0.0005"
"0.2600","0.0001","-0.0005"
"0.2800","0.0002","-0.0006"
"0.3000","0.0002","-0.0006"
"0.3200","0.0002","-0.0006"
"0.3400","0.0002","-0.0005"
"0.3600","0.0003","-0.0005"
"0.3800","0.0003","-0.0004"
"0.4000","0.0003","-0.0005"
"0.4200","0.0003","-0.0005"
"0.4400","0.0004","-0.0005"
"0.4600","0.0004","-0.0004"
"0.4800","0.0005","-0.0005"
"0.5000","0.0005","-0.0006"
"0.5200","0.0006","-0.0004"
"0.5400","0.0007","-0.0002"
"0.5600","0.0009","-0.0001"
"0.5800","0.0010","0.0000"
"0.6000","0.0012","0.0002"
"0.6200","0.0015","0.0003"
"0.6400","0.0017","0.0006"
"0.6600","0.0020","0.0009"
"0.6800","0.0024","0.0011"
"0.7000","0.0028","0.0014"
"0.7200","0.0033","0.0018"
"0.7400","0.0039","0.0023"
"0.7600","0.0046","0.0029"
"0.7800","0.0054","0.0035"
"0.8000","0.0063","0.0040"
"0.8200","0.0072","0.0045"
"0.8400","0.0081","0.0049"
"0.8600","0.0090","0.0054"
"0.8800","0.0100","0.0058"
"0.9000","0.0111","0.0063"
"0.9200","0.0123","0.0069"
"0.9400","0.0137","0.0075"
"0.9600","0.0152","0.0080"
"0.9800","0.0168","0.0084"
"1.0000","0.0184","0.0087"
"1.0200","0.0200","0.0091"
"1.0400","0.0219","0.0097"
"1.0600","0.0239","0.0100"
"1.0800","0.0260","0.0104"
"1.1000","0.0281","0.0108"
"1.1200","0.0302","0.0112"
"1.1400","0.0325","0.0117"
"1.1600","0.0349","0.0121"
"1.1800","0.0375","0.0126"
"1.2000","0.0402","0.0131"
"1.2200","0.0431","0.0137"
"1.2400","0.0461","0.0143"
"1.2600","0.0492","0.0148"
"1.2800","0.0524","0.0152"
"1.3000","0.0557","0.0158"
"1.3200","0.0591","0.0163"
"1.3400","0.0626","0.0169"
"1.3600","0.0662","0.0176"
"1.3800","0.0699","0.0184"
"1.4000","0.0738","0.0192"
"1.4200","0.0779","0.0201"
"1.4400","0.0820","0.0209"
"1.4600","0.0862","0.0217"
"1.4800","0.0904","0.0224"
"1.5000","0.0946","0.0233"
"1.5200","0.0990","0.0242"
"1.5400","0.1035","0.0254"
"1.5600","0.1081","0.0265"
"1.5800","0.1128","0.0276"
"1.6000","0.1175","0.0288"
"1.6200","0.1223","0.0299"
"1.6400","0.1271","0.0311"
"1.6600","0.1321","0.0322"
"1.6800","0.1372","0.0334"
"1.7000","0.1423","0.0348"
"1.7200","0.1475","0.0366"
"1.7400","0.1526","0.0385"
"1.7600","0.1577","0.0406"
"1.7800","0.1628","0.0429"
"1.8000","0.1680","0.0454"
"1.8200","0.1731","0.0481"
"1.8400","0.1782","0.0509"
"1.8600","0.1832","0.0534"
"1.8800","0.1881","0.0563"
"1.9000","0.1930","0.0596"
"1.9200","0.1979","0.0629"
"1.9400","0.2026","0.0662"
"1.9600","0.2072","0.0698"
"1.9800","0.2115","0.0734"
"2.0000","0.2157","0.0770"
"2.0200","0.2197","0.0809"
"2.0400","0.2236","0.0848"
"2.0600","0.2274","0.0886"
"2.0800","0.2309","0.0923"
"2.1000","0.2342","0.0960"
"2.1200","0.2373","0.0998"
"2.1400","0.2403","0.1034"
"2.1600","0.2429","0.1066"
"2.1800","0.2454","0.1100"
"2.2000","0.2478","0.1135"
"2.2200","0.2501","0.1166"
"2.2400","0.2522","0.1196"
"2.2600","0.2542","0.1226"
"2.2800","0.2561","0.1256"
"2.3000","0.2578","0.1282"
"2.3200","0.2593","0.1302"
"2.3400","0.2606","0.1318"
"2.3600","0.2619","0.1339"
"2.3800","0.2632","0.1361"
"2.4000","0.2643","0.1380"
"2.4200","0.2654","0.1395"
"2.4400","0.2663","0.1408"
"2.4600","0.2671","0.1416"
"2.4800","0.2679","0.1426"
"2.5000","0.2686","0.1433"
"2.5200","0.2692","0.1441"
