Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0010"
"0.0200","0.0000","-0.0010"
"0.0400","0.0000","-0.0009"
"0.0600","0.0000","-0.0009"
"0.0800","0.0000","-0.0009"
"0.1000","0.0000","-0.0008"
"0.1200","0.0001","-0.0008"
"0.1400","0.0001","-0.0008"
"0.1600","0.0001","-0.0008"
"0.1800","0.0001","-0.0007"
"0.2000","0.0002","-0.0005"
"0.2200","0.0002","-0.0005"
"0.2400","0.0003","-0.0004"
"0.2600","0.0004","-0.0003"
"0.2800","0.0005","-0.0002"
"0.3000","0.0006","0.0001"
"0.3200","0.0007","0.0003"
"0.3400","0.0009","0.0005"
"0.3600","0.0011","0.0008"
"0.3800","0.0013","0.0012"
"0.4000","0.0015","0.0015"
"0.4200","0.0018","0.0019"
"0.4400","0.0021","0.0024"
"0.4600","0.0025","0.0028"
"0.4800","0.0028","0.0033"
"0.5000","0.0032","0.0037"
"0.5200","0.0035","0.0041"
"0.5400","0.0039","0.0045"
"0.5600","0.0043","0.0049"
"0.5800","0.0046","0.0054"
"0.6000","0.0050","0.0057"
"0.6200","0.0055","0.0061"
"0.6400","0.0060","0.0067"
"0.6600","0.0065","0.0072"
"0.6800","0.0071","0.0077"
"0.7000","0.0076","0.0082"
"0.7200","0.0083","0.0087"
"0.7400","0.0090","0.0092"
"0.7600","0.0098","0.0098"
"0.7800","0.0107","0.0106"
"0.8000","0.0117","0.0114"
"0.8200","0.0128","0.0121"
"0.8400","0.0139","0.0127"
"0.8600","0.0150","0.0133"
"0.8800","0.0162","0.0141"
"0.9000","0.0175","0.0149"
"0.9200","0.0189","0.0159"
"0.9400","0.0204","0.0170"
"0.9600","0.0221","0.0181"
"0.9800","0.0237","0.0192"
"1.0000","0.0254","0.0204"
"1.0200","0.0271","0.0216"
"1.0400","0.0290","0.0231"
"1.0600","0.0311","0.0248"
"1.0800","0.0331","0.0265"
"1.1000","0.0351","0.0280"
"1.1200","0.0371","0.0297"
"1.1400","0.0392","0.0316"
"1.1600","0.0413","0.0335"
"1.1800","0.0433","0.0355"
"1.2000","0.0454","0.0376"
"1.2200","0.0476","0.0398"
"1.2400","0.0497","0.0419"
"1.2600","0.0517","0.0440"
"1.2800","0.0537","0.0462"
"1.3000","0.0557","0.0483"
"1.3200","0.0576","0.0506"
"1.3400","0.0594","0.0525"
"1.3600","0.0611","0.0546"
"1.3800","0.0628","0.0569"
"1.4000","0.0644","0.0589"
"1.4200","0.0659","0.0606"
"1.4400","0.0673","0.0622"
"1.4600","0.0686","0.0638"
"1.4800","0.0699","0.0656"
"1.5000","0.0712","0.0675"
"1.5200","0.0725","0.0695"
"1.5400","0.0737","0.0713"
"1.5600","0.0749","0.0728"
"1.5800","0.0759","0.0744"
"1.6000","0.0770","0.0760"
"1.6200","0.0780","0.0775"
"1.6400","0.0790","0.0790"
"1.6600","0.0799","0.0805"
"1.6800","0.0808","0.0819"
"1.7000","0.0817","0.0832"
"1.7200","0.0825","0.0845"
"1.7400","0.0833","0.0859"
"1.7600","0.0840","0.0867"
"1.7800","0.0847","0.0876"
"1.8000","0.0853","0.0886"
"1.8200","0.0860","0.0896"
"1.8400","0.0866","0.0907"
"1.8600","0.0872","0.0919"
"1.8800","0.0878","0.0927"
"1.9000","0.0884","0.0935"
"1.9200","0.0890","0.0946"
"1.9400","0.0895","0.0957"
"1.9600","0.0901","0.0968"
"1.9800","0.0907","0.0979"
"2.0000","0.0913","0.0990"
"2.0200","0.0919","0.1001"
"2.0400","0.0924","0.1012"
"2.0600","0.0930","0.1022"
"2.0800","0.0935","0.1031"
"2.1000","0.0939","0.1038"
"2.1200","0.0944","0.1043"
"2.1400","0.0948","0.1049"
"2.1600","0.0952","0.1055"
"2.1800","0.0955","0.1062"
"2.2000","0.0960","0.1070"
"2.2200","0.0964","0.1081"
"2.2400","0.0968","0.1091"
"2.2600","0.0973","0.1099"
"2.2800","0.0977","0.1107"
"2.3000","0.0981","0.1115"
"2.3200","0.0984","0.1123"
"2.3400","0.0989","0.1132"
"2.3600","0.0993","0.1145"
"2.3800","0.0998","0.1159"
"2.4000","0.1003","0.1174"
"2.4200","0.1008","0.1186"
"2.4400","0.1013","0.1198"
"2.4600","0.1017","0.1210"
"2.4800","0.1022","0.1222"
"2.5000","0.1027","0.1233"
"2.5200","0.1031","0.1242"
"2.5400","0.1035","0.1250"
"2.5600","0.1039","0.1257"
